fecha,person_id,person_name,bloque,fiabilidad,fuente,procedencia,familia
2006-09-13,288,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,314,"GÓMEZ DIEZ, RICARDO",PARTIDO RENOVADOR DE SALTA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,273,"IBARRA, VILMA LIDIA",PARTIDO DE LA VICTORIA,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,310,"ISIDORI, AMANDA MERCEDES",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,345,"JAQUE, CELSO ALEJANDRO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,297,"JENEFES, GUILLERMO RAÚL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,366,"KIRCHNER, ALICIA MARGARITA ANTONIA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,321,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,350,"LEGUIZAMÓN, MARÍA LAURA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,312,"LÓPEZ ARIAS, MARCELO EDUARDO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,344,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,334,"MARTÍNEZ PASS DE CRESTO, LAURA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,367,"MARTÍNEZ, ALFREDO ANSELMO",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,61,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,342,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,336,"MASTANDREA, ALICIA ESTER",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,294,"MAYANS, JOSÉ MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,300,"MAZA, ADA MERCEDES",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,357,"MENEM, CARLOS SAÚL",FEDERALISMO Y LIBERACIÓN,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,330,"MERA, MARIO RUBÉN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,93,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,295,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,266,"NEGRE DE ALONSO, LILIANA TERESITA",JUSTICIALISTA SAN LUIS,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,368,"PAMPURO, JOSÉ JUAN BAUTISTA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,302,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,355,"PETCOFF NAIDENOFF, LUIS CARLOS",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,311,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,349,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,358,"QUINTELA, TERESITA NICOLASA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,232,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,acta_anacronica,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,364,"RIOFRÍO, MARINA RAQUEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,365,"RODRÍGUEZ SAÁ, ADOLFO",JUSTICIALISTA SAN LUIS,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,339,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,351,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,67,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,306,"SALVATORI, PEDRO",MOVIMIENTO POPULAR NEUQUINO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,346,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,307,"SAPAG, LUZ MARÍA",MOVIMIENTO POPULAR NEUQUINO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,352,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,291,"TAFFAREL, RICARDO CÉSAR",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-13,272,"TERRAGNO, RODOLFO",RADICAL INDEPENDIENTE,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Provincial & other alliances
2006-09-13,340,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,360,"VIANA, LUIS ALBERTO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,361,"VIGO, ÉLIDA MARÍA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,281,"VIUDES, ISABEL JOSEFA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Peronist / Justicialist
2006-09-13,323,"ZAVALÍA, JOSÉ LUIS",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1746,Radical / Cambiemos / JxC
2006-09-27,290,"BAR, GRACIELA YOLANDA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,362,"BASUALDO, ROBERTO GUSTAVO",PRODUCCIÓN Y TRABAJO,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,354,"BORTOLOZZI, ADRIANA RAQUEL",ESPERANZA FEDERAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,348,"BUSSI, RICARDO ARGENTINO",FUERZA REPUBLICANA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,325,"CAPARRÓS, MABEL LUISA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,353,"CAPOS, LILIANA",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,337,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,322,"CASTRO, MARÍA ELISA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,359,"CLOSS, MAURICE FABIÁN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,276,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,284,"CURLETTI, MIRIAN BELÉN",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,324,"DANIELE, MARIO DOMINGO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,313,"ESCUDERO, SONIA MARGARITA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,309,"FALCO, LUIS",RADICAL RIONEGRINO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,356,"FELLNER, LILIANA BEATRIZ",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,212,"FERNÁNDEZ DE KIRCHNER, CRISTINA E.",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,318,"FERNÁNDEZ, NICOLÁS ALEJANDRO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,343,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,308,"GALLIA, SERGIO ADRIÁN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,363,"GIOJA, CESAR AMBROSIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,338,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,341,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,347,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,369,"GONZÁLEZ DE DUHALDE, HILDA BEATRIZ",JUSTICIALISTA PARA EL DIALOGO DE LOS ARGENTINOS,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,288,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,314,"GÓMEZ DIEZ, RICARDO",PARTIDO RENOVADOR DE SALTA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,273,"IBARRA, VILMA LIDIA",PARTIDO DE LA VICTORIA,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,310,"ISIDORI, AMANDA MERCEDES",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,345,"JAQUE, CELSO ALEJANDRO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,297,"JENEFES, GUILLERMO RAÚL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,366,"KIRCHNER, ALICIA MARGARITA ANTONIA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,321,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,350,"LEGUIZAMÓN, MARÍA LAURA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,312,"LÓPEZ ARIAS, MARCELO EDUARDO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,344,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,334,"MARTÍNEZ PASS DE CRESTO, LAURA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,367,"MARTÍNEZ, ALFREDO ANSELMO",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,61,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,342,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,336,"MASTANDREA, ALICIA ESTER",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,294,"MAYANS, JOSÉ MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,300,"MAZA, ADA MERCEDES",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,357,"MENEM, CARLOS SAÚL",FEDERALISMO Y LIBERACIÓN,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,330,"MERA, MARIO RUBÉN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,93,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,295,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,266,"NEGRE DE ALONSO, LILIANA TERESITA",JUSTICIALISTA SAN LUIS,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,368,"PAMPURO, JOSÉ JUAN BAUTISTA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,302,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,355,"PETCOFF NAIDENOFF, LUIS CARLOS",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,311,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,349,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,358,"QUINTELA, TERESITA NICOLASA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,232,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,acta_anacronica,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,364,"RIOFRÍO, MARINA RAQUEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,365,"RODRÍGUEZ SAÁ, ADOLFO",JUSTICIALISTA SAN LUIS,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,339,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,351,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,67,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,306,"SALVATORI, PEDRO",MOVIMIENTO POPULAR NEUQUINO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,346,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,307,"SAPAG, LUZ MARÍA",MOVIMIENTO POPULAR NEUQUINO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,352,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,291,"TAFFAREL, RICARDO CÉSAR",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-09-27,272,"TERRAGNO, RODOLFO",RADICAL INDEPENDIENTE,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Provincial & other alliances
2006-09-27,340,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,360,"VIANA, LUIS ALBERTO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,361,"VIGO, ÉLIDA MARÍA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,281,"VIUDES, ISABEL JOSEFA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Peronist / Justicialist
2006-09-27,323,"ZAVALÍA, JOSÉ LUIS",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/1934,Radical / Cambiemos / JxC
2006-10-04,290,"BAR, GRACIELA YOLANDA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,362,"BASUALDO, ROBERTO GUSTAVO",PRODUCCIÓN Y TRABAJO,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,354,"BORTOLOZZI, ADRIANA RAQUEL",ESPERANZA FEDERAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,348,"BUSSI, RICARDO ARGENTINO",FUERZA REPUBLICANA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,325,"CAPARRÓS, MABEL LUISA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,353,"CAPOS, LILIANA",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Radical / Cambiemos / JxC
2006-10-04,337,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,322,"CASTRO, MARÍA ELISA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,359,"CLOSS, MAURICE FABIÁN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,276,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,284,"CURLETTI, MIRIAN BELÉN",UCR - UNIÓN CÍVICA RADICAL,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Radical / Cambiemos / JxC
2006-10-04,324,"DANIELE, MARIO DOMINGO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,313,"ESCUDERO, SONIA MARGARITA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,309,"FALCO, LUIS",RADICAL RIONEGRINO,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,356,"FELLNER, LILIANA BEATRIZ",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,212,"FERNÁNDEZ DE KIRCHNER, CRISTINA E.",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,318,"FERNÁNDEZ, NICOLÁS ALEJANDRO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,343,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,308,"GALLIA, SERGIO ADRIÁN",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,363,"GIOJA, CESAR AMBROSIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,338,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,341,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,acta_sin_control,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,347,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Provincial & other alliances
2006-10-04,369,"GONZÁLEZ DE DUHALDE, HILDA BEATRIZ",JUSTICIALISTA PARA EL DIALOGO DE LOS ARGENTINOS,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
2006-10-04,288,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,acta,acta de votacion,https://www.senado.gob.ar/votaciones/detalleActa/2112,Peronist / Justicialist
