fecha,person_id,person_name,bloque,fiabilidad,fuente,procedencia,familia
1998-02-02,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,foto_bloque_previo,ficha del senador,https://web.archive.org/web/19980202085620id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/aglanari.html,Provincial & other alliances
1998-02-02,205,"AGUNDEZ, JORGE ALFREDO",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085628id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/agundez.html,Radical / Cambiemos / JxC
1998-02-02,84,"ALASINO, AUGUSTO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085636id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/alasino.html,Peronist / Justicialist
1998-02-02,84,"ALASINO, AUGUSTO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202092254id_/http://www.senado.gov.ar:80/senadores/alasino.html,Peronist / Justicialist
1998-02-02,206,"ALMIRON, CARLOS HUMBERTO",FUERZA REPUBLICANA,foto,ficha del senador,https://web.archive.org/web/19980202085644id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/almiron.html,Provincial & other alliances
1998-02-02,207,"ANGELOZ, EDUARDO CESAR",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085653id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/angeloz.html,Radical / Cambiemos / JxC
1998-02-02,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,foto_bloque_previo,ficha del senador,https://web.archive.org/web/19980202085701id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/avelin.html,Provincial & other alliances
1998-02-02,208,"BAUM, DANIEL",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085710id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/baum.html,Peronist / Justicialist
1998-02-02,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085718id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/berhong.html,Radical / Cambiemos / JxC
1998-02-02,86,"BRANDA, RICARDO ALBERTO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085726id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/branda.html,Peronist / Justicialist
1998-02-02,6,"BRAVO, LEOPOLDO",Bloquista De La Provincia De San Juan,foto_bloque_previo,ficha del senador,https://web.archive.org/web/19980202085734id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/bravo.html,Provincial & other alliances
1998-02-02,87,"CABANA, FERNANDO V.",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085743id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/cabana.html,Peronist / Justicialist
1998-02-02,88,"CAFIERO, ANTONIO FRANCISCO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085751id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/cafiero.html,Peronist / Justicialist
1998-02-02,209,"CANTARERO, EMILIO MARCELO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085759id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/cantarer.html,Peronist / Justicialist
1998-02-02,11,"COSTANZO, REMO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085807id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/costanzo.html,Peronist / Justicialist
1998-02-02,210,"DE LA ROSA, CARLOS LEONARDO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085815id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/delarosa.html,Peronist / Justicialist
1998-02-02,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085823id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/delasota.html,Peronist / Justicialist
1998-02-02,241,"DEL PIERO, PEDRO",Fre.Pa.So,foto_bloque_previo,ficha del senador,https://web.archive.org/web/19980202085831id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/piero.html,Provincial & other alliances
1998-02-02,12,"FIGUEROA, JOSE OSCAR",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085839id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/figueroa.html,Peronist / Justicialist
1998-02-02,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085847id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/galvan.html,Radical / Cambiemos / JxC
1998-02-02,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085855id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/genoud.html,Radical / Cambiemos / JxC
1998-02-02,215,"GIOJA, JOSÉ LUIS",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085903id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/gioja.html,Peronist / Justicialist
1998-02-02,215,"GIOJA, JOSÉ LUIS",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202092550id_/http://www.senado.gov.ar:80/senadores/gioja.html,Peronist / Justicialist
1998-02-02,90,"HUMADA, JULIO CESAR",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085912id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/humada.html,Peronist / Justicialist
1998-02-02,19,"LEON, LUIS A.",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085930id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/leon.html,Radical / Cambiemos / JxC
1998-02-02,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085921id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/lopezalc.html,Radical / Cambiemos / JxC
1998-02-02,20,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085938id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/mlosada.html,Radical / Cambiemos / JxC
1998-02-02,22,"MAC KARTHY, CESAR",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202085946id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/macKarty.html,Peronist / Justicialist
1998-02-02,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202085955id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/magliett.html,Radical / Cambiemos / JxC
1998-02-02,217,"MANFREDOTTI, CARLOS",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090003id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/manfredo.html,Peronist / Justicialist
1998-02-02,25,"MARTINEZ ALMUDEVAR, ENRIQUE J. M.",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090011id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/almude.html,Peronist / Justicialist
1998-02-02,218,"MAYA, HECTOR MARIA",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090019id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/maya.html,Peronist / Justicialist
1998-02-02,219,"MELGAREJO, JUAN IGNACIO",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202090027id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/melgarej.html,Radical / Cambiemos / JxC
1998-02-02,27,"MENEM, EDUARDO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090044id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/menem.html,Peronist / Justicialist
1998-02-02,93,"MIRANDA, JULIO ANTONIO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090052id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/miranda.html,Peronist / Justicialist
1998-02-02,221,"OUDIN, ERNESTO RENE",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090100id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/oudin.html,Peronist / Justicialist
1998-02-02,31,"OYARZUN, JUAN CARLOS",MOVIMIENTO POPULAR FUEGUINO,foto,ficha del senador,https://web.archive.org/web/19980202090109id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/oyarzun.html,Provincial & other alliances
1998-02-02,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090118id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/pardo.html,Peronist / Justicialist
1998-02-02,97,"PEÑA DE LOPEZ, ANA MARGARITA",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090131id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/penadelo.html,Peronist / Justicialist
1998-02-02,223,"PRETO, RUGGERO",MOVIMIENTO POPULAR FUEGUINO,foto,ficha del senador,https://web.archive.org/web/19980202090140id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/preto.html,Provincial & other alliances
1998-02-02,232,"REUTEMANN, CARLOS ALBERTO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090148id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/reutem1.html,Peronist / Justicialist
1998-02-02,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,foto_bloque_previo,ficha del senador,https://web.archive.org/web/19980202090159id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/rferisant.html,Provincial & other alliances
1998-02-02,225,"SAEZ, JOSE MARIA",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202090207id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/saez.html,Radical / Cambiemos / JxC
1998-02-02,242,"SAGER, HUGO ABEL",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090215id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/sager.html,Peronist / Justicialist
1998-02-02,226,"SALA, OSVALDO RUBEN",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090224id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/sala.html,Peronist / Justicialist
1998-02-02,227,"SALUM, HUMBERTO ELIAS",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202090232id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/salum.html,Radical / Cambiemos / JxC
1998-02-02,92,"SAN MILLAN, JULIO ARGENTINO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090240id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/smillan.html,Peronist / Justicialist
1998-02-02,89,"SAPAG, FELIPE RODOLFO",MOVIMIENTO POPULAR NEUQUINO,foto,ficha del senador,https://web.archive.org/web/19980202090248id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/sapag.html,Provincial & other alliances
1998-02-02,42,"SOLANA, JORGE D.",MOVIMIENTO POPULAR NEUQUINO,foto,ficha del senador,https://web.archive.org/web/19980202090257id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/solana.html,Provincial & other alliances
1998-02-02,44,"STORANI, CONRADO HUGO",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202090306id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/storani.html,Radical / Cambiemos / JxC
1998-02-02,233,"TELL, ALBERTO MAXIMO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090315id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/tell.html,Peronist / Justicialist
1998-02-02,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,foto,ficha del senador,https://web.archive.org/web/19980202090324id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/ulloa1.html,Provincial & other alliances
1998-02-02,228,"USANDIZAGA, HORACIO DANIEL",UCR - UNIÓN CÍVICA RADICAL,foto,ficha del senador,https://web.archive.org/web/19980202090333id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/usandiza.html,Radical / Cambiemos / JxC
1998-02-02,46,"VACA, EDUARDO PEDRO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090341id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/vaca.html,Peronist / Justicialist
1998-02-02,106,"VAQUIR, OMAR MUHAMAD",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090350id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/vaquir.html,Peronist / Justicialist
1998-02-02,94,"VERNA, CARLOS ALBERTO",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090359id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/verna.html,Peronist / Justicialist
1998-02-02,230,"YOMA, JORGE RAÚL",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090407id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/yoma.html,Peronist / Justicialist
1998-02-02,231,"ZALAZAR, HORACIO ANIBAL",JUSTICIALISTA,foto,ficha del senador,https://web.archive.org/web/19980202090415id_/http://www.senado.gov.ar:80/cgi-bin/filtro?/senadores/zalazar.html,Peronist / Justicialist
1998-02-25,229,"VILLAVERDE, JORGE ANTONIO",JUSTICIALISTA,declaracion,declaracion en el recinto,https://www.senado.gov.ar/parlamentario/sesiones/25-02-1998/01/downloadTac,Peronist / Justicialist
1998-03-01,84,"ALASINO, AUGUSTO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-03-1998/00/downloadTac,Peronist / Justicialist
1998-03-04,241,"DEL PIERO, PEDRO",Fre.Pa.So,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/04-03-1998/02/downloadTac,Provincial & other alliances
1998-03-04,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/04-03-1998/02/downloadTac,Radical / Cambiemos / JxC
1998-03-11,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-11,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-11,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-11,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-11,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Radical / Cambiemos / JxC
1998-03-11,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Peronist / Justicialist
1998-03-11,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Peronist / Justicialist
1998-03-11,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-11,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-11,96,"VILLARROEL, PEDRO GUILLERMO",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac,Provincial & other alliances
1998-03-18,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Provincial & other alliances
1998-03-18,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Radical / Cambiemos / JxC
1998-03-18,19,"LEON, LUIS A.",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Radical / Cambiemos / JxC
1998-03-18,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Radical / Cambiemos / JxC
1998-03-18,221,"OUDIN, ERNESTO RENE",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Peronist / Justicialist
1998-03-18,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Peronist / Justicialist
1998-03-18,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Provincial & other alliances
1998-03-18,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1998/04/downloadTac,Provincial & other alliances
1998-03-25,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Provincial & other alliances
1998-03-25,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Radical / Cambiemos / JxC
1998-03-25,88,"CAFIERO, ANTONIO FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Peronist / Justicialist
1998-03-25,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Peronist / Justicialist
1998-03-25,19,"LEON, LUIS A.",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Radical / Cambiemos / JxC
1998-03-25,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Radical / Cambiemos / JxC
1998-03-25,20,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Radical / Cambiemos / JxC
1998-03-25,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Peronist / Justicialist
1998-03-25,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1998/05/downloadTac,Provincial & other alliances
1998-04-01,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,84,"ALASINO, AUGUSTO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,84,"ALASINO, AUGUSTO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,210,"DE LA ROSA, CARLOS LEONARDO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,90,"HUMADA, JULIO CESAR",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Radical / Cambiemos / JxC
1998-04-01,31,"OYARZUN, JUAN CARLOS",MOVIMIENTO POPULAR FUEGUINO,declaracion,declaracion en el recinto,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Peronist / Justicialist
1998-04-01,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-01,96,"VILLARROEL, PEDRO GUILLERMO",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1998/06/downloadTac,Provincial & other alliances
1998-04-15,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/15-04-1998/09/downloadTac,Provincial & other alliances
1998-04-15,90,"HUMADA, JULIO CESAR",JUSTICIALISTA,declaracion,declaracion en el recinto,https://www.senado.gov.ar/parlamentario/sesiones/15-04-1998/09/downloadTac,Peronist / Justicialist
1998-04-22,241,"DEL PIERO, PEDRO",Fre.Pa.So,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/22-04-1998/11/downloadTac,Provincial & other alliances
1998-04-22,244,"GARCIA ARECHA, JOSE MARIA",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/22-04-1998/11/downloadTac,Radical / Cambiemos / JxC
1998-04-22,220,"MOREAU, LEOPOLDO RAUL GUIDO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/22-04-1998/11/downloadTac,Radical / Cambiemos / JxC
1998-04-29,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/29-04-1998/12/downloadTac,Radical / Cambiemos / JxC
1998-04-29,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/29-04-1998/12/downloadTac,Radical / Cambiemos / JxC
1998-05-06,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,llamado,llamado de la presidencia,https://www.senado.gov.ar/parlamentario/sesiones/06-05-1998/13/downloadTac,Provincial & other alliances
