session_date,file,office,person,basis
2006-06-28,2006-06-28_r13_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-06-28,2006-06-28_r13_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,prosecretario,Juan J. Canals,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,prosecretario,Néstor H. Righetti,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,secretario,Carlos Alberto Machiaroli,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,secretario,Juan Héctor Estrada,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-07-05,2006-07-05_r14_ESPECIAL,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-07-06,2006-07-06_r15_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-07-12,2006-07-12_r16_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-07-12,2006-07-12_r16_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-07-12,2006-07-12_r16_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-07-12,2006-07-12_r16_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-07-12,2006-07-12_r16_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-07-12,2006-07-12_r16_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-08-02,2006-08-02_r17_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-08-09,2006-08-09_r18_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-08-16,2006-08-16_r19_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-08-30,2006-08-30_r20_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-09-06,2006-09-06_r21_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-09-06,2006-09-06_r21_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-09-06,2006-09-06_r21_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-09-06,2006-09-06_r21_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-09-06,2006-09-06_r21_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-09-06,2006-09-06_r21_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-09-13,2006-09-13_r22_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-09-13,2006-09-13_r22_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-09-13,2006-09-13_r22_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-09-13,2006-09-13_r22_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-09-13,2006-09-13_r22_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-09-13,2006-09-13_r22_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-09-27,2006-09-27_r23_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-10-04,2006-10-04_r24_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-10-11,2006-10-11_r25_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-11-01,2006-11-01_r26_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-11-08,2006-11-08_r27_ESPECIAL,prosecretario,Juan J. Canals,masthead
2006-11-08,2006-11-08_r27_ESPECIAL,prosecretario,Néstor H. Righetti,masthead
2006-11-08,2006-11-08_r27_ESPECIAL,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-11-08,2006-11-08_r27_ESPECIAL,secretario,Carlos Alberto Machiaroli,masthead
2006-11-08,2006-11-08_r27_ESPECIAL,secretario,Juan Héctor Estrada,masthead
2006-11-08,2006-11-08_r27_ESPECIAL,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-11-22,2006-11-22_r28_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-11-29,2006-11-29_r29_ORDINARIA,vicepresidente 2°,Ricardo Gómez Diez,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-12-06,2006-12-06_r30_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2006-12-13,2006-12-13_r31_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,prosecretario,Juan J. Canals,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2006-12-20,2006-12-20_r32_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,prosecretario,Juan J. Canals,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-02-13,2007-02-13_r33_EXTRAORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-02-28,2007-02-28_r01_PREPARATORIA,prosecretario,Juan J. Canals,masthead
2007-02-28,2007-02-28_r01_PREPARATORIA,prosecretario,Néstor H. Righetti,masthead
2007-02-28,2007-02-28_r01_PREPARATORIA,prosecretario,Ricardo Nicanor Gutiérrez,masthead
2007-02-28,2007-02-28_r01_PREPARATORIA,secretario,Carlos Alberto Machiaroli,masthead
2007-02-28,2007-02-28_r01_PREPARATORIA,secretario,Juan Héctor Estrada,masthead
2007-02-28,2007-02-28_r01_PREPARATORIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-03-01,2007-03-01_r00_ASAMBLEA,presidente de la honorable camara de diputados,Alberto Edgardo Balestrini,masthead
2007-03-01,2007-03-01_r00_ASAMBLEA,secretario,Enrique Hidalgo,masthead
2007-03-01,2007-03-01_r00_ASAMBLEA,secretario,Juan Héctor Estrada,masthead
2007-03-01,2007-03-01_r00_ASAMBLEA,vicepresidente,Daniel Osvaldo Scioli,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2007-03-14,2007-03-14_r02_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-03-28,2007-03-28_r03_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-04-11,2007-04-11_r04_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-04-25,2007-04-25_r05_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,vicepresidente 2°,Roberto Gustavo Basualdo,masthead
2007-05-02,2007-05-02_r06_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-05-23,2007-05-23_r07_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-06-06,2007-06-06_r08_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-06-27,2007-06-27_r09_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2007-07-04,2007-07-04_r10_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-08-08,2007-08-08_r11_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-08-22,2007-08-22_r12_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-11-07,2007-11-07_r13_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,vicepresidenta 1°,Mirian Belén Curletti,masthead
2007-11-14,2007-11-14_r14_ORDINARIA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-11-21,2007-11-21_r00_ASAMBLEA,presidente de la honorable camara de diputados,Alberto Edgardo Balestrini,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-11-21,2007-11-21_r00_ASAMBLEA,secretario,Enrique Hidalgo,masthead
2007-11-21,2007-11-21_r00_ASAMBLEA,secretario,Juan Héctor Estrada,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,secretario,Juan Héctor Estrada,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,vicepresidente,Marcelo Eduardo López Arias,masthead
2007-11-21,2007-11-21_r15_ORDINARIA,vicepresidente 2°,Roberto Gustavo Basualdo,masthead
2007-11-21,2007-11-21_r00_ASAMBLEA,vicepresidente de la nacion,Daniel Osvaldo Scioli,masthead
2007-11-28,2007-11-28_r18_ORDINARIA,presidente provisional,José Juan Bautista Pampuro,masthead
2007-11-28,2007-11-28_r16_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-11-28,2007-11-28_r17_ESPECIAL,prosecretario,Juan J. Canals,masthead
2007-11-28,2007-11-28_r18_ORDINARIA,prosecretario,Juan J. Canals,masthead
2007-11-28,2007-11-28_r16_ORDINARIA,prosecretario,Néstor Carlos Kirchner,masthead
2007-11-28,2007-11-28_r16_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-11-28,2007-11-28_r17_ESPECIAL,prosecretario,Néstor H. Righetti,masthead
2007-11-28,2007-11-28_r18_ORDINARIA,prosecretario,Néstor H. Righetti,masthead
2007-11-28,2007-11-28_r17_ESPECIAL,prosecretario,Roberto Vicente Maiques,masthead
2007-11-28,2007-11-28_r18_ORDINARIA,prosecretario,Roberto Vicente Maiques,masthead
2007-11-28,2007-11-28_r16_ORDINARIA,prosecretario,Roberto Vicente Maiques Presencia,masthead
2007-11-28,2007-11-28_r16_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
2007-11-28,2007-11-28_r17_ESPECIAL,secretario,Carlos Alberto Machiaroli,masthead
2007-11-28,2007-11-28_r18_ORDINARIA,secretario,Carlos Alberto Machiaroli,masthead
