session_date,file,office,person,basis
1997-12-18,1997-12-18_r117_TRIBUNAL_DE_JUICIO_POLITICO,NONE,,
1998-02-25,1998-02-25_r01_PREPARATORIA,prosecretario,Donaldo A. Dib,masthead
1998-02-25,1998-02-25_r01_PREPARATORIA,prosecretario,Mario Pontaquarto,masthead
1998-02-25,1998-02-25_r01_PREPARATORIA,prosecretario,Rodolfo N. Aden,masthead
1998-02-25,1998-02-25_r01_PREPARATORIA,secretario,Eduardo Piuzzi,masthead
1998-02-25,1998-02-25_r01_PREPARATORIA,secretario,Matilde del Valle Guerrero,masthead
1998-03-01,1998-03-01_r00_ASAMBLEA,secretario,Edgardo R. Piuzzi,masthead
1998-03-01,1998-03-01_r00_ASAMBLEA,secretario,Esther H. Pereyra Arandía de Pérez Pardo,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-03-04,1998-03-04_r02_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-03-11,1998-03-11_r03_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-03-11,1998-03-11_r03_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-03-11,1998-03-11_r03_ORDINARIA,prosecretario,Mario Pontaquarto,masthead
1998-03-11,1998-03-11_r03_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-03-11,1998-03-11_r03_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-03-11,1998-03-11_r03_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-03-18,1998-03-18_r04_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-03-18,1998-03-18_r04_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-03-18,1998-03-18_r04_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-03-18,1998-03-18_r04_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-03-18,1998-03-18_r04_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-03-18,1998-03-18_r04_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-03-25,1998-03-25_r05_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-03-25,1998-03-25_r05_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-03-25,1998-03-25_r05_ORDINARIA,prosecretario,Mario Pontaquarto,masthead
1998-03-25,1998-03-25_r05_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-03-25,1998-03-25_r05_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-03-25,1998-03-25_r05_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-04-01,1998-04-01_r06_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-04-01,1998-04-01_r08_ESPECIAL,prosecretario,Alfredo A. Luques,masthead
1998-04-01,1998-04-01_r06_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-04-01,1998-04-01_r08_ESPECIAL,prosecretario,Berta Aldalur,masthead
1998-04-01,1998-04-01_r06_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-04-01,1998-04-01_r08_ESPECIAL,prosecretario,Mario L. Pontaquarto,masthead
1998-04-01,1998-04-01_r08_ESPECIAL,secretario,Edgardo R. Piuzzi,masthead
1998-04-01,1998-04-01_r06_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-04-01,1998-04-01_r08_ESPECIAL,secretario,Matilde del Valle Guerrero,masthead
1998-04-01,1998-04-01_r06_ORDINARIA,vicepresidente 1°,Antonio Cafiero,masthead
1998-04-15,1998-04-15_r09_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-04-15,1998-04-15_r09_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-04-15,1998-04-15_r09_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-04-15,1998-04-15_r09_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-04-15,1998-04-15_r09_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-04-15,1998-04-15_r09_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,vicepresidente,Antonio F. Cafiero,masthead
1998-04-22,1998-04-22_r11_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-04-29,1998-04-29_r12_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,prosecretario,Mario Pontaquarto,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,vicepresidente 1,Antonio Cafiero,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,vicepresidente 2,Mario A. Losada,masthead
1998-05-06,1998-05-06_r13_ORDINARIA,vicepresidente de la nacion,Carlos Ruckauf,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,prosecretario,Mario Pontaquarto,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-05-13,1998-05-13_r15_ORDINARIA,vicepresidente 1°,Antonio Cafiero,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-05-20,1998-05-20_r18_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-05-27,1998-05-27_r21_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-05-27,1998-05-27_r21_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-05-27,1998-05-27_r21_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-05-27,1998-05-27_r21_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-05-27,1998-05-27_r21_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-05-27,1998-05-27_r21_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,vicepresidente,Antonio F. Cafiero,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-06-03,1998-06-03_r22_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-06-10,1998-06-10_r24_ORDINARIA,vicepresidente 2°,Carlos H. Almirón,masthead
1998-06-17,1998-06-17_r25_EN_MINORIA,prosecretario,Alfredo A. Luques,masthead
1998-06-17,1998-06-17_r25_EN_MINORIA,prosecretario,Berta Aldalur,masthead
1998-06-17,1998-06-17_r25_EN_MINORIA,prosecretario,Mario L. Pontaquarto,masthead
1998-06-17,1998-06-17_r25_EN_MINORIA,secretario,Edgardo R. Piuzzi,masthead
1998-06-17,1998-06-17_r25_EN_MINORIA,secretario,Matilde del Valle Guerrero,masthead
1998-06-17,1998-06-17_r25_EN_MINORIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-06-24,1998-06-24_r27_TRIBUNAL_DE_JUICIO_POLITICO,presidente provisional,Eduardo Menem,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-06-24,1998-06-24_r27_TRIBUNAL_DE_JUICIO_POLITICO,prosecretario,Alfredo A. Luques,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-06-24,1998-06-24_r27_TRIBUNAL_DE_JUICIO_POLITICO,prosecretario,Berta Aldalur,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-06-24,1998-06-24_r27_TRIBUNAL_DE_JUICIO_POLITICO,prosecretario,Mario L. Pontaquarto,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,prosecretario,Mario Pontaquarto,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-06-24,1998-06-24_r27_TRIBUNAL_DE_JUICIO_POLITICO,secretario,Edgardo R. Piuzzi,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-06-24,1998-06-24_r27_TRIBUNAL_DE_JUICIO_POLITICO,secretario,Matilde del Valle Guerrero,masthead
1998-06-24,1998-06-24_r26_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,vicepresidente 2°,Carlos H. Almirón,masthead
1998-07-01,1998-07-01_r28_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,prosecretario,Taha Ahmad,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-07-15,1998-07-15_r29_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-07-22,1998-07-22_r30_ORDINARIA_CONTINUACION,prosecretario,Alfredo A. Luques,masthead
1998-07-22,1998-07-22_r30_ORDINARIA_CONTINUACION,prosecretario,Berta Aldalur,masthead
1998-07-22,1998-07-22_r30_ORDINARIA_CONTINUACION,prosecretario,Mario L. Pontaquarto,masthead
1998-07-22,1998-07-22_r30_ORDINARIA_CONTINUACION,secretario,Edgardo R. Piuzzi,masthead
1998-07-22,1998-07-22_r30_ORDINARIA_CONTINUACION,secretario,Matilde del Valle Guerrero,masthead
1998-07-22,1998-07-22_r30_ORDINARIA_CONTINUACION,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-07-23,1998-07-23_r01_REUNION_CONJ_AMBAS_CAMARAS,NONE,,
1998-08-05,1998-08-05_r31_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,secretario,Edgardo R. Piuzzi,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-08-05,1998-08-05_r31_ORDINARIA,vicepresidente 2°,Carlos H. Almirón,masthead
1998-08-12,1998-08-12_r34_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-08-12,1998-08-12_r34_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-08-12,1998-08-12_r34_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-08-12,1998-08-12_r34_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-08-12,1998-08-12_r34_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-08-19,1998-08-19_r36_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-08-19,1998-08-19_r36_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-08-19,1998-08-19_r36_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-08-19,1998-08-19_r36_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-08-19,1998-08-19_r36_ORDINARIA,vicepresidente 2°,Carlos H. Almirón,masthead
1998-08-19,1998-08-19_r36_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-08-26,1998-08-26_r39_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-08-26,1998-08-26_r39_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-08-26,1998-08-26_r39_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-08-26,1998-08-26_r39_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-08-26,1998-08-26_r39_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-09-02,1998-09-02_r42_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-09-02,1998-09-02_r42_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-09-02,1998-09-02_r42_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-09-09,1998-09-09_r44_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-09-09,1998-09-09_r44_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-09-09,1998-09-09_r44_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-09-09,1998-09-09_r44_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-09-16,1998-09-16_r47_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-09-16,1998-09-16_r47_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-09-16,1998-09-16_r47_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-09-16,1998-09-16_r47_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-09-23,1998-09-23_r48_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-09-23,1998-09-23_r48_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-09-23,1998-09-23_r48_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-09-23,1998-09-23_r48_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-09-30,1998-09-30_r50_EN_MINORIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-10-07,1998-10-07_r51_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-10-07,1998-10-07_r51_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-10-07,1998-10-07_r51_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-10-07,1998-10-07_r51_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-10-07,1998-10-07_r51_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-10-14,1998-10-14_r52_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-10-14,1998-10-14_r52_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-10-14,1998-10-14_r52_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-10-14,1998-10-14_r52_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-10-14,1998-10-14_r52_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-10-21,1998-10-21_r53_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-10-21,1998-10-21_r53_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-10-21,1998-10-21_r53_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-10-21,1998-10-21_r53_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-10-21,1998-10-21_r53_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-10-28,1998-10-28_r54_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-10-28,1998-10-28_r54_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-10-28,1998-10-28_r54_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-10-28,1998-10-28_r54_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1998-11-04,1998-11-04_r56_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-11-04,1998-11-04_r56_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-11-04,1998-11-04_r56_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-11-04,1998-11-04_r56_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-11-04,1998-11-04_r56_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-11-11,1998-11-11_r57_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-11-11,1998-11-11_r57_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-11-11,1998-11-11_r57_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-11-11,1998-11-11_r57_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-11-18,1998-11-18_r58_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-11-18,1998-11-18_r58_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-11-18,1998-11-18_r58_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-11-18,1998-11-18_r58_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-11-18,1998-11-18_r58_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-11-25,1998-11-25_r62_ESPECIAL,presidente provisional,Eduardo Menem,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,presidente provisional,Eduardo Menem,masthead
1998-11-25,1998-11-25_r64_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-11-25,1998-11-25_r62_ESPECIAL,prosecretario,Alfredo A. Luques,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,prosecretario,Alfredo A. Luques,masthead
1998-11-25,1998-11-25_r64_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-11-25,1998-11-25_r62_ESPECIAL,prosecretario,Berta Aldalur,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,prosecretario,Berta Aldalur,masthead
1998-11-25,1998-11-25_r64_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-11-25,1998-11-25_r62_ESPECIAL,vicepresidente,Antonio Cafiero,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,vicepresidente,Antonio Cafiero,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,vicepresidente 1°,Mario A. Losada,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,vicepresidente 2°,Carlos H. Almirón,masthead
1998-11-25,1998-11-25_r63_ESPECIAL,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-11-25,1998-11-25_r64_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-11-26,1998-11-26_r65_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-11-26,1998-11-26_r65_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-11-26,1998-11-26_r65_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-11-26,1998-11-26_r65_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-11-26,1998-11-26_r65_ORDINARIA,vicepresidente 2°,Carlos H. Almirón,masthead
1998-11-26,1998-11-26_r65_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-12-02,1998-12-02_r66_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-12-02,1998-12-02_r66_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-12-02,1998-12-02_r66_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-12-03,1998-12-03_r67_EN_MINORIA,presidente provisional,Eduardo Menem,masthead
1998-12-07,1998-12-07_r68_ESPECIAL,presidente provisional,Eduardo Menem,masthead
1998-12-07,1998-12-07_r68_ESPECIAL,prosecretario,Alfredo A. Luques,masthead
1998-12-07,1998-12-07_r68_ESPECIAL,prosecretario,Berta Aldalur,masthead
1998-12-07,1998-12-07_r68_ESPECIAL,vicepresidente,Antonio Cafiero,masthead
1998-12-07,1998-12-07_r68_ESPECIAL,vicepresidente 2°,Carlos H. Almirón,masthead
1998-12-07,1998-12-07_r68_ESPECIAL,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-12-08,1998-12-08_r69_EN_MINORIA,presidente provisional,Eduardo Menem,masthead
1998-12-08,1998-12-08_r70_EN_MINORIA,presidente provisional,Eduardo Menem,masthead
1998-12-09,1998-12-09_r71_ORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-12-09,1998-12-09_r71_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-12-09,1998-12-09_r71_ORDINARIA,prosecretario,Berta Aldalur,masthead
1998-12-09,1998-12-09_r71_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-12-09,1998-12-09_r71_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1998-12-09,1998-12-09_r71_ORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,presidente provisional,Eduardo Menem,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,prosecretario,Alfredo A. Luques,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,prosecretario,Berta Aldalur,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,secretario,Juan Carlos Oyarzún,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1998-12-16,1998-12-16_r73_EXTRAORDINARIA,vicepresidente de la nacion,Carlos F. Ruckauf,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,presidente provisional,Eduardo Menem,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,prosecretario,Alfredo A. Luques,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,prosecretario,Berta Aldalur,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,prosecretario,Mario L. Pontaquarto,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,secretario,Juan Carlos Oyarzún,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,secretario,Matilde del Valle Guerrero,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,secretario,Pedro C. Maranguello,masthead
1999-02-24,1999-02-24_r01_PREPARATORIA,vicepresidente,Antonio Cafiero,masthead
1999-03-01,1999-03-01_r00_ASAMBLEA,secretario,Esther H. Pereyra Arandía de Pérez Pardo,masthead
1999-03-01,1999-03-01_r00_ASAMBLEA,secretario,Juan Carlos Oyarzún,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,prosecretario,Alejandro L. Colombo,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,prosecretario,Alfredo A. Luques,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,prosecretario,Mario L. Pontaquarto,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,secretario,Juan Carlos Oyarzún,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,secretario,Matilde del Valle Guerrero,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,secretario,Pedro C. Maranguello,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,vicepresidente,Antonio Cafiero,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,vicepresidente 1°,Mario A. Losada,masthead
1999-03-03,1999-03-03_r02_ORDINARIA,vicepresidente 2°,Roberto A. Ulloa,masthead
