fecha,person_id,person_name,bloque,bloque_dicho,presidente_del_bloque,archivo,url,cita
1998-08-05,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,"Tiene la palabra el señor senador por Mendoza, del bloque de la Unión Cívica Radical. Sr. GENOUD"
1998-08-05,90,"HUMADA, JULIO CESAR",JUSTICIALISTA,Partido Justicialista,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Misiones del Partido Justicialista. Sr. HUMADA
1998-08-05,20,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Misiones del bloque de la Unión Cívica Radical. Sr. LOSADA
1998-08-05,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Formosa del bloque de la Unión Cívica Radical. Sr. MAGLIETTI
1998-08-05,221,"OUDIN, ERNESTO RENE",JUSTICIALISTA,bloque del Partido Justicialista,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Misiones del bloque del Partido Justicialista. Sr. OUDÍN
1998-08-05,222,"PARDO, ÁNGEL FRANCISCO",JUSTICIALISTA,bloque justicialista,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Corrientes del bloque justicialista. Sr. PARDO
1998-08-05,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,bloque del Partido Autonomista,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Corrientes del bloque del Partido Autonomista. Sr. ROMERO FERIS
1998-08-05,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,bloque del Partido Renovador,,1998-08-05_r31_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,Tiene la palabra el señor senador por Salta del bloque del Partido Renovador. Sr. ULLOA
1998-08-12,86,"BRANDA, RICARDO ALBERTO",JUSTICIALISTA,Partido Justicialista,,1998-08-12_r34_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/12-08-1998/34/downloadTac,"Tiene la palabra el señor senador por Formosa del Partido Justicialista, que cierra la lista de oradores. Sr. BRANDA"
1998-08-26,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,bloque liberal,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Corrientes del bloque liberal. Sr. AGUIRRE LANARI
1998-08-26,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por La Pampa del bloque de la Unión Cívica Radical. Sr. BERHONGARAY
1998-08-26,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,bloque justicialista,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Córdoba del bloque justicialista. Sr. DE LA SOTA
1998-08-26,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,bloque justicialista,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Córdoba del bloque justicialista. Sr. DE LA SOTA
1998-08-26,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por La Rioja de la Unión Cívica Radical. Sr. GALVÁN
1998-08-26,244,"GARCIA ARECHA, JOSE MARIA",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por la Capital Federal de la Unión Cívica Radical. Sr. GARCÍA ARECHA
1998-08-26,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque de la Unión Cívica Radical. Sr. LÓPEZ
1998-08-26,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque de la Unión Cívica Radical. Sr. LÓPEZ
1998-08-26,20,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,bloque radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Misiones del bloque radical. Sr. LOSADA
1998-08-26,20,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Misiones del bloque de la Unión Cívica Radical. Sr. LOSADA
1998-08-26,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Formosa de la Unión Cívica Radical. Sr. MAGLIETTI
1998-08-26,105,"MARANGUELLO, PEDRO CARLOS",JUSTICIALISTA,bloque justicialista,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por San Luis del bloque justicialista. Sr. MARANGUELLO
1998-08-26,95,"MASSAT, JORGE JOSE",JUSTICIALISTA,bloque justicialista,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Santa Fe del bloque justicialista. Sr. MASSAT
1998-08-26,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,Partido Renovador,,1998-08-26_r39_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,Tiene la palabra el señor senador por Salta del Partido Renovador. Sr. ULLOA
1998-09-09,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,la Cruzada Renovadora,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por San Juan de la Cruzada Renovadora. Sr. AVELÍN
1998-09-09,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por La Pampa del bloque de la Unión Cívica Radical. Sr. BERHONGARAY
1998-09-09,88,"CAFIERO, ANTONIO FRANCISCO",JUSTICIALISTA,Partido Justicialista,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Buenos Aires del Partido Justicialista. Sr. CAFIERO
1998-09-09,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,bloque justicialista,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Córdoba del bloque justicialista. Sr. DE LA SOTA
1998-09-09,211,"DE LA SOTA, JOSE MANUEL",JUSTICIALISTA,bloque justicialista,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Córdoba del bloque justicialista. Sr. DE LA SOTA
1998-09-09,241,"DEL PIERO, PEDRO",Fre.Pa.So,Frepaso,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por la Capital Federal del Frepaso. Sr. DEL PIERO
1998-09-09,241,"DEL PIERO, PEDRO",Fre.Pa.So,Frepaso,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por la Capital del Frepaso. Sr. DEL PIERO
1998-09-09,12,"FIGUEROA, JOSE OSCAR",JUSTICIALISTA,Partido Justicialista,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Santiago del Estero del Partido Justicialista. Sr. FIGUEROA
1998-09-09,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por La Rioja de la Unión Cívica Radical. Sr. GALVÁN
1998-09-09,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Mendoza del bloque de la Unión Cívica Radical. Sr. GENOUD
1998-09-09,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,Partido Autonomista,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Corrientes del Partido Autonomista. Sr. ROMERO FERIS
1998-09-09,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,Partido Renovador,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Salta del Partido Renovador. Sr. ULLOA
1998-09-09,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,Partido Renovador,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por Salta del Partido Renovador. Sr. ULLOA
1998-09-09,230,"YOMA, JORGE RAÚL",JUSTICIALISTA,bloque justicialista,,1998-09-09_r44_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque justicialista. Sr. YOMA
1998-09-16,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,la Cruzada Renovadora,,1998-09-16_r47_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/16-09-1998/47/downloadTac,Tiene la palabra el señor senador por San Juan de la Cruzada Renovadora. Sr. AVELÍN
1998-09-16,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-09-16_r47_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/16-09-1998/47/downloadTac,Tiene la palabra el señor senador por Formosa de la Unión Cívica Radical. Sr. MAGLIETTI
1998-09-16,27,"MENEM, EDUARDO",JUSTICIALISTA,bloque justicialista,,1998-09-16_r47_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/16-09-1998/47/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque justicialista. Sr. MENEM
1998-09-16,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,bloque autonomista,,1998-09-16_r47_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/16-09-1998/47/downloadTac,Tiene la palabra el señor senador por Corrientes del bloque autonomista. Sr. ROMERO FERIS
1998-09-16,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,Partido Renovador,,1998-09-16_r47_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/16-09-1998/47/downloadTac,Tiene la palabra el señor senador por la provincia de Salta del Partido Renovador. Sr. ULLOA
1998-09-23,19,"LEON, LUIS A.",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-09-23_r48_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/23-09-1998/48/downloadTac,Tiene la palabra el señor senador por el Chaco de la Unión Cívica Radical. Sr. LEÓN
1998-09-23,96,"VILLARROEL, PEDRO GUILLERMO",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,bloque Frente Cívico,,1998-09-23_r48_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/23-09-1998/48/downloadTac,Tiene la palabra el señor senador por Catamarca del bloque Frente Cívico. Sr. VILLARROEL
1998-10-07,19,"LEON, LUIS A.",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-10-07_r51_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/07-10-1998/51/downloadTac,Tiene la palabra el señor senador por el Chaco de la Unión Cívica Radical. Sr. LEÓN
1998-10-07,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-10-07_r51_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/07-10-1998/51/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque de la Unión Cívica Radical. Sr. LÓPEZ
1998-10-07,44,"STORANI, CONRADO HUGO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-10-07_r51_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/07-10-1998/51/downloadTac,Tiene la palabra el señor senador por Córdoba del bloque de la Unión Cívica Radical. Sr. STORANI
1998-10-07,228,"USANDIZAGA, HORACIO DANIEL",UCR - UNIÓN CÍVICA RADICAL,bloque Unión Cívica Radical,,1998-10-07_r51_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/07-10-1998/51/downloadTac,Tiene la palabra el señor senador por Santa Fe del bloque Unión Cívica Radical. Sr. USANDIZAGA
1998-10-14,1,"AGUIRRE LANARI, JUAN RAMON",Liberal,bloque liberal,,1998-10-14_r52_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-10-1998/52/downloadTac,Tiene la palabra el señor senador por Corrientes del bloque liberal. Sr. AGUIRRE LANARI
1998-10-14,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,la Cruzada Renovadora,,1998-10-14_r52_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-10-1998/52/downloadTac,Tiene la palabra el señor senador por San Juan de la Cruzada Renovadora. Sr. AVELÍN
1998-10-14,25,"MARTINEZ ALMUDEVAR, ENRIQUE J. M.",JUSTICIALISTA,bloque justicialista,,1998-10-14_r52_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-10-1998/52/downloadTac,Tiene la palabra el señor senador por La Pampa del bloque justicialista. Sr. MARTÍNEZ ALMUDEVAR
1998-10-21,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-10-21_r53_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/21-10-1998/53/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque de la Unión Cívica Radical. Sr. GALVÁN
1998-10-21,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,bloque Unión Cívica Radical,,1998-10-21_r53_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/21-10-1998/53/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque Unión Cívica Radical. Sr. GALVÁN
1998-10-28,205,"AGUNDEZ, JORGE ALFREDO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por San Luis del bloque de la Unión Cívica Radical. Sr. AGÚNDEZ
1998-10-28,50,"BERHONGARAY, ANTONIO TOMAS",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por La Pampa del bloque de la Unión Cívica Radical. Sr. BERHONGARAY
1998-10-28,88,"CAFIERO, ANTONIO FRANCISCO",JUSTICIALISTA,la bancada justicialista,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por Buenos Aires de la bancada justicialista. Sr. CAFIERO
1998-10-28,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por Mendoza de la Unión Cívica Radical. Sr. GENOUD
1998-10-28,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por Formosa del bloque de la Unión Cívica Radical. Sr. MAGLIETTI
1998-10-28,36,"ROMERO FERIS, JOSE ANTONIO",Autonomista,Partido Autonomista,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por Corrientes del Partido Autonomista. Sr. ROMERO FERIS
1998-10-28,230,"YOMA, JORGE RAÚL",JUSTICIALISTA,bloque justicialista,,1998-10-28_r54_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque justicialista. Sr. YOMA
1998-11-04,230,"YOMA, JORGE RAÚL",JUSTICIALISTA,bloque justicialista,,1998-11-04_r56_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/04-11-1998/56/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque justicialista. Sr. YOMA
1998-11-11,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,bloque de la Cruzada Renovadora,,1998-11-11_r57_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/11-11-1998/57/downloadTac,Tiene la palabra el señor senador por San Juan del bloque de la Cruzada Renovadora. Sr. AVELÍN
1998-11-11,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,bloque Cruzada Renovadora,,1998-11-11_r57_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/11-11-1998/57/downloadTac,Tiene la palabra el señor senador por San Juan del bloque Cruzada Renovadora. Sr. AVELÍN
1998-11-11,214,"GALVAN, RAUL ALFREDO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-11-11_r57_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/11-11-1998/57/downloadTac,Tiene la palabra el señor senador por La Rioja del bloque de la Unión Cívica Radical. Sr. GALVÁN
1998-11-11,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-11-11_r57_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/11-11-1998/57/downloadTac,Tiene la palabra el señor senador por Mendoza del bloque de la Unión Cívica Radical. Sr. GENOUD
1998-11-11,245,"O'DONNELL, MARIO ERNESTO",JUSTICIALISTA,bloque justicialista,,1998-11-11_r57_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/11-11-1998/57/downloadTac,Tiene la palabra el señor senador por la ciudad autónoma de Buenos Aires del bloque justicialista. Sr. O'DONNELL
1998-11-18,84,"ALASINO, AUGUSTO",JUSTICIALISTA,bloque justicialista,,1998-11-18_r58_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/18-11-1998/58/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque justicialista. Sr. ALASINO
1998-11-18,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-11-18_r58_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/18-11-1998/58/downloadTac,Tiene la palabra el señor senador por Formosa del bloque de la Unión Cívica Radical. Sr. MAGLIETTI
1998-11-25,19,"LEON, LUIS A.",UCR - UNIÓN CÍVICA RADICAL,la Unión Cívica Radical,,1998-11-25_r62_ESPECIAL.html,https://www.senado.gov.ar/parlamentario/sesiones/25-11-1998/62/downloadTac,Tiene la palabra el señor senador por el Chaco de la Unión Cívica Radical. Sr. LEÓN
1998-11-26,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-11-26_r65_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/26-11-1998/65/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque de la Unión Cívica Radical. Sr. LÓPEZ
1998-12-07,12,"FIGUEROA, JOSE OSCAR",JUSTICIALISTA,bloque justicialista,,1998-12-07_r68_ESPECIAL.html,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1998/68/downloadTac,Tiene la palabra el señor senador por Santiago del Estero del bloque justicialista. Sr. FIGUEROA
1998-12-07,14,"GENOUD, JOSE",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-12-07_r68_ESPECIAL.html,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1998/68/downloadTac,Tiene la palabra el señor senador por Mendoza del bloque de la Unión Cívica Radical. Sr. GENOUD
1998-12-07,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-12-07_r68_ESPECIAL.html,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1998/68/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque de la Unión Cívica Radical. Sr. LÓPEZ
1998-12-07,227,"SALUM, HUMBERTO ELIAS",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-12-07_r68_ESPECIAL.html,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1998/68/downloadTac,Tiene la palabra el señor senador por Jujuy del bloque de la Unión Cívica Radical. Sr. SALUM
1998-12-07,96,"VILLARROEL, PEDRO GUILLERMO",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,Frente Cívico,,1998-12-07_r68_ESPECIAL.html,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1998/68/downloadTac,Tiene la palabra el señor senador por Catamarca del Frente Cívico. Sr. VILLARROEL
1998-12-09,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,bloque del Partido Renovador,,1998-12-09_r71_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/09-12-1998/71/downloadTac,Tiene la palabra el señor senador por Salta del bloque del Partido Renovador. Sr. ULLOA
1998-12-16,20,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1998-12-16_r73_EXTRAORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/16-12-1998/73/downloadTac,Tiene la palabra el señor senador por Misiones del bloque de la Unión Cívica Radical. Sr. LOSADA
1999-02-24,85,"AVELIN, ALFREDO",Cruzada Renovadora De San Juan,bloque Cruzada Renovadora,,1999-02-24_r01_PREPARATORIA.html,https://www.senado.gov.ar/parlamentario/sesiones/24-02-1999/01/downloadTac,"Tiene la palabra el señor senador por la provincia de San Juan, del bloque Cruzada Renovadora. Sr. AVELÍN"
1999-02-24,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,Partido Renovador,,1999-02-24_r01_PREPARATORIA.html,https://www.senado.gov.ar/parlamentario/sesiones/24-02-1999/01/downloadTac,Tiene la palabra el señor senador por Salta del Partido Renovador. Sr. ULLOA
1999-04-14,86,"BRANDA, RICARDO ALBERTO",JUSTICIALISTA,bloque del Partido Justicialista,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,Tiene la palabra el señor senador por Formosa del bloque del Partido Justicialista. Sr. BRANDA
1999-04-14,86,"BRANDA, RICARDO ALBERTO",JUSTICIALISTA,bloque del Partido Justicialista,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,Tiene la palabra el señor senador por Formosa del bloque del Partido Justicialista. Sr. BRANDA
1999-04-14,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,Tiene la palabra el señor senador por Formosa del bloque de la Unión Cívica Radical. Sr. MAGLIETTI
1999-04-14,237,"MAGLIETTI, ALBERTO RAMON",UCR - UNIÓN CÍVICA RADICAL,bloque de la Unión Cívica Radical,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,Tiene la palabra el señor senador por Formosa del bloque de la Unión Cívica Radical. Sr. MAGLIETTI
1999-04-14,218,"MAYA, HECTOR MARIA",JUSTICIALISTA,bloque justicialista,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque justicialista. Sr. MAYA
1999-04-14,250,"ORTEGA, RAMON BAUTISTA",JUSTICIALISTA,Partido Justicialista,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,Tiene la palabra el señor senador por Tucumán del Partido Justicialista. Sr. ORTEGA
1999-04-14,238,"ULLOA, ROBERTO AUGUSTO",PARTIDO RENOVADOR DE SALTA,Partido Renovador,,1999-04-14_r08_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,"Tiene la palabra el señor senador por Salta, del Partido Renovador. Sr. ULLOA"
1999-04-21,216,"LOPEZ, ALCIDES HUMBERTO",UCR - UNIÓN CÍVICA RADICAL,bloque Unión Cívica Radical,,1999-04-21_r10_ORDINARIA.html,https://www.senado.gov.ar/parlamentario/sesiones/21-04-1999/10/downloadTac,Tiene la palabra el señor senador por Entre Ríos del bloque Unión Cívica Radical. Sr. LÓPEZ
