fecha,acta_id,senador,bloque,provincia,voto
2005-02-03,1952,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,CORRIENTES,AFIRMATIVO
2005-02-03,1952,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,SANTA FE,AFIRMATIVO
2005-02-03,1952,"ARANCIO de BELLER, LYLIA MÓNICA",FRENTE CÍVICO JUJEÑO,JUJUY,AFIRMATIVO
2005-02-03,1952,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AFIRMATIVO
2005-02-03,1952,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2005-02-03,1952,"BUSSI, RICARDO ARGENTINO",FUERZA REPUBLICANA,TUCUMÁN,ABSTENCIÓN
2005-02-03,1952,"FERNÁNDEZ DE KIRCHNER, CRISTINA E.",JUSTICIALISTA,SANTA CRUZ,AUSENTE
2005-02-03,1952,"MENEM, EDUARDO",LEALTAD Y DIGNIDAD JUSTICIALISTA,LA RIOJA,AUSENTE
2005-02-03,1952,"NEGRE DE ALONSO, LILIANA TERESITA",LEALTAD Y DIGNIDAD JUSTICIALISTA,SAN LUIS,AFIRMATIVO
2005-02-03,1952,"SAPAG, LUZ MARÍA",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AUSENTE
2005-02-03,1952,"SALVATORI, PEDRO",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AUSENTE
2005-02-03,1952,"IBARRA, VILMA LIDIA",PARTIDO DE LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2005-02-03,1952,"CONTI, DIANA BEATRIZ",PARTIDO DE LA VICTORIA,BUENOS AIRES,AFIRMATIVO
2005-02-03,1952,"GÓMEZ DIEZ, RICARDO",PARTIDO RENOVADOR DE SALTA,SALTA,AUSENTE
2005-02-03,1952,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,SANTA FE,AFIRMATIVO
2005-02-03,1952,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,NEGATIVO
2005-02-03,1952,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AUSENTE
2005-02-03,1952,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,TUCUMÁN,AUSENTE
2005-02-03,1952,"MARTÍNEZ PASS DE CRESTO, LAURA",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2005-02-03,1952,"BAR, GRACIELA YOLANDA",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AUSENTE
2005-02-03,1952,"LEGUIZAMÓN, MARÍA LAURA",PJ FRENTE PARA LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AUSENTE
2005-02-03,1952,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2005-02-03,1952,"LÓPEZ ARIAS, MARCELO EDUARDO",PJ FRENTE PARA LA VICTORIA,SALTA,AFIRMATIVO
2005-02-03,1952,"ESCUDERO, SONIA MARGARITA",PJ FRENTE PARA LA VICTORIA,SALTA,AUSENTE
2005-02-03,1952,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2005-02-03,1952,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,LA PAMPA,NEGATIVO
2005-02-03,1952,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,CHUBUT,AFIRMATIVO
2005-02-03,1952,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2005-02-03,1952,"GALLIA, SERGIO ADRIÁN",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2005-02-03,1952,"DANIELE, MARIO DOMINGO",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2005-02-03,1952,"CAPARRÓS, MABEL LUISA",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AUSENTE
2005-02-03,1952,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,CATAMARCA,AUSENTE
2005-02-03,1952,"MERA, MARIO RUBÉN",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AFIRMATIVO
2005-02-03,1952,"CASTRO, MARÍA ELISA",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AUSENTE
2005-02-03,1952,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2005-02-03,1952,"JAQUE, CELSO ALEJANDRO",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2005-02-03,1952,"OCHOA, RAÚL ERNESTO",PUNTANO INDEPENDIENTE,SAN LUIS,AFIRMATIVO
2005-02-03,1952,"TERRAGNO, RODOLFO",RADICAL INDEPENDIENTE,CIUDAD AUTÓNOMA DE BUENOS AIRES,AUSENTE
2005-02-03,1952,"FALCO, LUIS",RADICAL RIONEGRINO,RÍO NEGRO,AFIRMATIVO
2005-02-03,1952,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,SANTA FE,AFIRMATIVO
2005-02-03,1952,"CAPITANICH, JORGE MILTON",SIN ESPECIFICAR,CHACO,AFIRMATIVO
2005-02-03,1952,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,CHUBUT,AFIRMATIVO
2005-02-03,1952,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,TUCUMÁN,AUSENTE
2005-02-03,1952,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,JUJUY,AFIRMATIVO
2005-02-03,1952,"TAFFAREL, RICARDO CÉSAR",UCR - UNIÓN CÍVICA RADICAL,ENTRE RÍOS,AFIRMATIVO
2005-02-03,1952,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,MISIONES,AFIRMATIVO
2005-02-03,1952,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,LA PAMPA,AFIRMATIVO
2005-02-03,1952,"LESCANO, MARCELA FABIANA",UCR - UNIÓN CÍVICA RADICAL,FORMOSA,AFIRMATIVO
2005-02-03,1952,"MASTANDREA, ALICIA ESTER",UCR - UNIÓN CÍVICA RADICAL,CHACO,AFIRMATIVO
2005-02-03,1952,"CURLETTI, MIRIAN BELÉN",UCR - UNIÓN CÍVICA RADICAL,CHACO,AUSENTE
2005-02-03,1952,"PRADES, CARLOS ALFONSO",UCR - UNIÓN CÍVICA RADICAL,SANTA CRUZ,AFIRMATIVO
2005-02-03,1952,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,CHUBUT,AFIRMATIVO
2005-02-03,1952,"ISIDORI, AMANDA MERCEDES",UCR - UNIÓN CÍVICA RADICAL,RÍO NEGRO,AFIRMATIVO
2005-02-03,1952,"CAPOS, LILIANA",UCR - UNIÓN CÍVICA RADICAL,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2005-02-03,1952,"ZAVALÍA, JOSÉ LUIS",UCR - UNIÓN CÍVICA RADICAL,SANTIAGO DEL ESTERO,AUSENTE
2005-02-03,1952,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,MENDOZA,AFIRMATIVO
2005-02-03,1952,"AGUNDEZ, JORGE ALFREDO",UCR - UNIÓN CÍVICA RADICAL,SAN LUIS,AFIRMATIVO
2005-02-03,1952,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,CÓRDOBA,AFIRMATIVO
2005-02-03,1952,"JENEFES, GUILLERMO RAÚL",,JUJUY,AFIRMATIVO
2005-02-03,1952,"OVIEDO, MERCEDES MARGARITA",,MISIONES,AFIRMATIVO
2005-02-03,1952,"PUERTA, FEDERICO RAMÓN",,MISIONES,AUSENTE
2005-02-03,1952,"MAYANS, JOSÉ MIGUEL ÁNGEL",,FORMOSA,AFIRMATIVO
2005-02-03,1952,"PAZ, ELVA AZUCENA",,FORMOSA,AFIRMATIVO
2005-02-03,1952,"MARTINAZZO, LUIS EDUARDO",,SAN JUAN,AFIRMATIVO
2005-02-03,1952,"MARTIN, FLORIANA NÉLIDA",,SAN JUAN,NEGATIVO
2005-02-03,1952,"YOMA, JORGE RAÚL",,LA RIOJA,AFIRMATIVO
2005-02-03,1952,"MAZA, ADA MERCEDES",,LA RIOJA,AFIRMATIVO
2005-02-03,1952,"FERNÁNDEZ, NICOLÁS ALEJANDRO",,SANTA CRUZ,AFIRMATIVO
2005-02-03,1952,"MULLER, MABEL HILDA",,BUENOS AIRES,AFIRMATIVO
2005-02-03,1952,"CAFIERO, ANTONIO FRANCISCO",,BUENOS AIRES,AUSENTE
2005-02-03,1952,"AVELIN DE GINESTAR, NANCY",,SAN JUAN,AUSENTE
2005-03-02,2084,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,CORRIENTES,AFIRMATIVO
2005-03-02,2084,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,SANTA FE,AFIRMATIVO
2005-03-02,2084,"ARANCIO de BELLER, LYLIA MÓNICA",FRENTE CÍVICO JUJEÑO,JUJUY,AFIRMATIVO
2005-03-02,2084,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2005-03-02,2084,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2005-03-02,2084,"BUSSI, RICARDO ARGENTINO",FUERZA REPUBLICANA,TUCUMÁN,AFIRMATIVO
2005-03-02,2084,"FERNÁNDEZ DE KIRCHNER, CRISTINA E.",JUSTICIALISTA,SANTA CRUZ,AFIRMATIVO
2005-03-02,2084,"MENEM, EDUARDO",LEALTAD Y DIGNIDAD JUSTICIALISTA,LA RIOJA,AUSENTE
2005-03-02,2084,"NEGRE DE ALONSO, LILIANA TERESITA",LEALTAD Y DIGNIDAD JUSTICIALISTA,SAN LUIS,AFIRMATIVO
2005-03-02,2084,"SALVATORI, PEDRO",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AFIRMATIVO
2005-03-02,2084,"SAPAG, LUZ MARÍA",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AUSENTE
2005-03-02,2084,"IBARRA, VILMA LIDIA",PARTIDO DE LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2005-03-02,2084,"CONTI, DIANA BEATRIZ",PARTIDO DE LA VICTORIA,BUENOS AIRES,AFIRMATIVO
2005-03-02,2084,"GÓMEZ DIEZ, RICARDO",PARTIDO RENOVADOR DE SALTA,SALTA,AUSENTE
2005-03-02,2084,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,SANTA FE,AFIRMATIVO
2005-03-02,2084,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2005-03-02,2084,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2005-03-02,2084,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,TUCUMÁN,AUSENTE
2005-03-02,2084,"BAR, GRACIELA YOLANDA",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2005-03-02,2084,"MARTÍNEZ PASS DE CRESTO, LAURA",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AUSENTE
2005-03-02,2084,"LEGUIZAMÓN, MARÍA LAURA",PJ FRENTE PARA LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AUSENTE
2005-03-02,2084,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2005-03-02,2084,"LÓPEZ ARIAS, MARCELO EDUARDO",PJ FRENTE PARA LA VICTORIA,SALTA,AUSENTE
2005-03-02,2084,"ESCUDERO, SONIA MARGARITA",PJ FRENTE PARA LA VICTORIA,SALTA,AUSENTE
2005-03-02,2084,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2005-03-02,2084,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2005-03-02,2084,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,CHUBUT,AFIRMATIVO
2005-03-02,2084,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AUSENTE
2005-03-02,2084,"GALLIA, SERGIO ADRIÁN",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AUSENTE
2005-03-02,2084,"DANIELE, MARIO DOMINGO",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AUSENTE
2005-03-02,2084,"CAPARRÓS, MABEL LUISA",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AUSENTE
2005-03-02,2084,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,CATAMARCA,AUSENTE
2005-03-02,2084,"CASTRO, MARÍA ELISA",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AFIRMATIVO
2005-03-02,2084,"MERA, MARIO RUBÉN",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AUSENTE
2005-03-02,2084,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2005-03-02,2084,"JAQUE, CELSO ALEJANDRO",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2005-03-02,2084,"OCHOA, RAÚL ERNESTO",PUNTANO INDEPENDIENTE,SAN LUIS,AUSENTE
2005-03-02,2084,"TERRAGNO, RODOLFO",RADICAL INDEPENDIENTE,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2005-03-02,2084,"FALCO, LUIS",RADICAL RIONEGRINO,RÍO NEGRO,AUSENTE
2005-03-02,2084,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,SANTA FE,AFIRMATIVO
2005-03-02,2084,"CAPITANICH, JORGE MILTON",SIN ESPECIFICAR,CHACO,AFIRMATIVO
2005-03-02,2084,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,CHUBUT,AFIRMATIVO
2005-03-02,2084,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,TUCUMÁN,AFIRMATIVO
2005-03-02,2084,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,JUJUY,AFIRMATIVO
2005-03-02,2084,"TAFFAREL, RICARDO CÉSAR",UCR - UNIÓN CÍVICA RADICAL,ENTRE RÍOS,AFIRMATIVO
2005-03-02,2084,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,MISIONES,AFIRMATIVO
2005-03-02,2084,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,LA PAMPA,AFIRMATIVO
2005-03-02,2084,"LESCANO, MARCELA FABIANA",UCR - UNIÓN CÍVICA RADICAL,FORMOSA,AFIRMATIVO
2005-03-02,2084,"MASTANDREA, ALICIA ESTER",UCR - UNIÓN CÍVICA RADICAL,CHACO,AFIRMATIVO
2005-03-02,2084,"CURLETTI, MIRIAN BELÉN",UCR - UNIÓN CÍVICA RADICAL,CHACO,AUSENTE
2005-03-02,2084,"PRADES, CARLOS ALFONSO",UCR - UNIÓN CÍVICA RADICAL,SANTA CRUZ,AFIRMATIVO
2005-03-02,2084,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,CHUBUT,AUSENTE
2005-03-02,2084,"ISIDORI, AMANDA MERCEDES",UCR - UNIÓN CÍVICA RADICAL,RÍO NEGRO,AUSENTE
2005-03-02,2084,"CAPOS, LILIANA",UCR - UNIÓN CÍVICA RADICAL,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2005-03-02,2084,"ZAVALÍA, JOSÉ LUIS",UCR - UNIÓN CÍVICA RADICAL,SANTIAGO DEL ESTERO,AUSENTE
2005-03-02,2084,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,MENDOZA,AFIRMATIVO
2005-03-02,2084,"AGUNDEZ, JORGE ALFREDO",UCR - UNIÓN CÍVICA RADICAL,SAN LUIS,AFIRMATIVO
2005-03-02,2084,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,CÓRDOBA,AFIRMATIVO
2005-03-02,2084,"JENEFES, GUILLERMO RAÚL",,JUJUY,AFIRMATIVO
2005-03-02,2084,"OVIEDO, MERCEDES MARGARITA",,MISIONES,AFIRMATIVO
2005-03-02,2084,"PUERTA, FEDERICO RAMÓN",,MISIONES,AFIRMATIVO
2005-03-02,2084,"PAZ, ELVA AZUCENA",,FORMOSA,AFIRMATIVO
2005-03-02,2084,"MAYANS, JOSÉ MIGUEL ÁNGEL",,FORMOSA,AUSENTE
2005-03-02,2084,"MARTINAZZO, LUIS EDUARDO",,SAN JUAN,AFIRMATIVO
2005-03-02,2084,"MARTIN, FLORIANA NÉLIDA",,SAN JUAN,AUSENTE
2005-03-02,2084,"YOMA, JORGE RAÚL",,LA RIOJA,AUSENTE
2005-03-02,2084,"MAZA, ADA MERCEDES",,LA RIOJA,AUSENTE
2005-03-02,2084,"FERNÁNDEZ, NICOLÁS ALEJANDRO",,SANTA CRUZ,AFIRMATIVO
2005-03-02,2084,"CAFIERO, ANTONIO FRANCISCO",,BUENOS AIRES,AFIRMATIVO
2005-03-02,2084,"MULLER, MABEL HILDA",,BUENOS AIRES,AUSENTE
2005-03-02,2084,"AVELIN DE GINESTAR, NANCY",,SAN JUAN,AUSENTE
2005-03-09,1959,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,CORRIENTES,AFIRMATIVO
2005-03-09,1959,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,SANTA FE,AFIRMATIVO
2005-03-09,1959,"ARANCIO de BELLER, LYLIA MÓNICA",FRENTE CÍVICO JUJEÑO,JUJUY,AFIRMATIVO
2005-03-09,1959,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2005-03-09,1959,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2005-03-09,1959,"BUSSI, RICARDO ARGENTINO",FUERZA REPUBLICANA,TUCUMÁN,AFIRMATIVO
2005-03-09,1959,"FERNÁNDEZ DE KIRCHNER, CRISTINA E.",JUSTICIALISTA,SANTA CRUZ,AFIRMATIVO
2005-03-09,1959,"MENEM, EDUARDO",LEALTAD Y DIGNIDAD JUSTICIALISTA,LA RIOJA,AFIRMATIVO
2005-03-09,1959,"NEGRE DE ALONSO, LILIANA TERESITA",LEALTAD Y DIGNIDAD JUSTICIALISTA,SAN LUIS,AUSENTE
2005-03-09,1959,"SAPAG, LUZ MARÍA",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AFIRMATIVO
2005-03-09,1959,"SALVATORI, PEDRO",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AFIRMATIVO
2005-03-09,1959,"IBARRA, VILMA LIDIA",PARTIDO DE LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2005-03-09,1959,"CONTI, DIANA BEATRIZ",PARTIDO DE LA VICTORIA,BUENOS AIRES,AFIRMATIVO
2005-03-09,1959,"GÓMEZ DIEZ, RICARDO",PARTIDO RENOVADOR DE SALTA,SALTA,AFIRMATIVO
2005-03-09,1959,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,SANTA FE,AUSENTE
2005-03-09,1959,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2005-03-09,1959,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AUSENTE
2005-03-09,1959,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,TUCUMÁN,AFIRMATIVO
2005-03-09,1959,"MARTÍNEZ PASS DE CRESTO, LAURA",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2005-03-09,1959,"BAR, GRACIELA YOLANDA",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2005-03-09,1959,"LEGUIZAMÓN, MARÍA LAURA",PJ FRENTE PARA LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2005-03-09,1959,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2005-03-09,1959,"ESCUDERO, SONIA MARGARITA",PJ FRENTE PARA LA VICTORIA,SALTA,AFIRMATIVO
2005-03-09,1959,"LÓPEZ ARIAS, MARCELO EDUARDO",PJ FRENTE PARA LA VICTORIA,SALTA,AUSENTE
2005-03-09,1959,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2005-03-09,1959,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2005-03-09,1959,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,CHUBUT,AFIRMATIVO
2005-03-09,1959,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2005-03-09,1959,"GALLIA, SERGIO ADRIÁN",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AUSENTE
2005-03-09,1959,"DANIELE, MARIO DOMINGO",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2005-03-09,1959,"CAPARRÓS, MABEL LUISA",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2005-03-09,1959,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,CATAMARCA,AUSENTE
2005-03-09,1959,"MERA, MARIO RUBÉN",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AFIRMATIVO
2005-03-09,1959,"CASTRO, MARÍA ELISA",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AFIRMATIVO
2005-03-09,1959,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2005-03-09,1959,"JAQUE, CELSO ALEJANDRO",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2005-03-09,1959,"OCHOA, RAÚL ERNESTO",PUNTANO INDEPENDIENTE,SAN LUIS,AUSENTE
2005-03-09,1959,"TERRAGNO, RODOLFO",RADICAL INDEPENDIENTE,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2005-03-09,1959,"FALCO, LUIS",RADICAL RIONEGRINO,RÍO NEGRO,AFIRMATIVO
2005-03-09,1959,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,SANTA FE,AFIRMATIVO
2005-03-09,1959,"CAPITANICH, JORGE MILTON",SIN ESPECIFICAR,CHACO,AFIRMATIVO
2005-03-09,1959,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,CHUBUT,AFIRMATIVO
2005-03-09,1959,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,TUCUMÁN,AFIRMATIVO
2005-03-09,1959,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,JUJUY,AFIRMATIVO
2005-03-09,1959,"TAFFAREL, RICARDO CÉSAR",UCR - UNIÓN CÍVICA RADICAL,ENTRE RÍOS,AFIRMATIVO
2005-03-09,1959,"LOSADA, MARIO ANÍBAL",UCR - UNIÓN CÍVICA RADICAL,MISIONES,AFIRMATIVO
2005-03-09,1959,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,LA PAMPA,AFIRMATIVO
2005-03-09,1959,"LESCANO, MARCELA FABIANA",UCR - UNIÓN CÍVICA RADICAL,FORMOSA,AFIRMATIVO
2005-03-09,1959,"MASTANDREA, ALICIA ESTER",UCR - UNIÓN CÍVICA RADICAL,CHACO,AFIRMATIVO
2005-03-09,1959,"CURLETTI, MIRIAN BELÉN",UCR - UNIÓN CÍVICA RADICAL,CHACO,AFIRMATIVO
2005-03-09,1959,"PRADES, CARLOS ALFONSO",UCR - UNIÓN CÍVICA RADICAL,SANTA CRUZ,AUSENTE
2005-03-09,1959,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,CHUBUT,AFIRMATIVO
2005-03-09,1959,"ISIDORI, AMANDA MERCEDES",UCR - UNIÓN CÍVICA RADICAL,RÍO NEGRO,AFIRMATIVO
2005-03-09,1959,"CAPOS, LILIANA",UCR - UNIÓN CÍVICA RADICAL,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2005-03-09,1959,"ZAVALÍA, JOSÉ LUIS",UCR - UNIÓN CÍVICA RADICAL,SANTIAGO DEL ESTERO,AUSENTE
2005-03-09,1959,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,MENDOZA,AFIRMATIVO
2005-03-09,1959,"AGUNDEZ, JORGE ALFREDO",UCR - UNIÓN CÍVICA RADICAL,SAN LUIS,AFIRMATIVO
2005-03-09,1959,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,CÓRDOBA,AFIRMATIVO
2005-03-09,1959,"JENEFES, GUILLERMO RAÚL",,JUJUY,AFIRMATIVO
2005-03-09,1959,"OVIEDO, MERCEDES MARGARITA",,MISIONES,AFIRMATIVO
2005-03-09,1959,"PUERTA, FEDERICO RAMÓN",,MISIONES,AUSENTE
2005-03-09,1959,"MAYANS, JOSÉ MIGUEL ÁNGEL",,FORMOSA,AFIRMATIVO
2005-03-09,1959,"PAZ, ELVA AZUCENA",,FORMOSA,AFIRMATIVO
2005-03-09,1959,"MARTINAZZO, LUIS EDUARDO",,SAN JUAN,AFIRMATIVO
2005-03-09,1959,"MARTIN, FLORIANA NÉLIDA",,SAN JUAN,AUSENTE
2005-03-09,1959,"YOMA, JORGE RAÚL",,LA RIOJA,AFIRMATIVO
2005-03-09,1959,"MAZA, ADA MERCEDES",,LA RIOJA,AUSENTE
2005-03-09,1959,"FERNÁNDEZ, NICOLÁS ALEJANDRO",,SANTA CRUZ,AFIRMATIVO
2005-03-09,1959,"CAFIERO, ANTONIO FRANCISCO",,BUENOS AIRES,AFIRMATIVO
