fecha,acta_id,senador,bloque,provincia,voto
2008-02-13,1775,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,CHUBUT,AFIRMATIVO
2008-02-13,1775,"VERANI, PABLO",UCR - UNIÓN CÍVICA RADICAL,RÍO NEGRO,AFIRMATIVO
2008-02-13,1775,"RACHED, EMILIO ALBERTO",UCR - UNIÓN CÍVICA RADICAL,SANTIAGO DEL ESTERO,AFIRMATIVO
2008-02-13,1775,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,MENDOZA,AFIRMATIVO
2008-02-13,1775,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,CÓRDOBA,AFIRMATIVO
2008-02-13,1775,"PÉRSICO, DANIEL RAÚL",,SAN LUIS,AFIRMATIVO
2008-03-12,1772,"ESTENSSORO, MARÍA EUGENIA",ALIANZA COALICIÓN CÍVICA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AUSENTE
2008-03-12,1772,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,CORRIENTES,AUSENTE
2008-03-12,1772,"BORTOLOZZI, ADRIANA RAQUEL",ESPERANZA FEDERAL,FORMOSA,AFIRMATIVO
2008-03-12,1772,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,SANTA FE,AFIRMATIVO
2008-03-12,1772,"MENEM, CARLOS SAÚL",FEDERALISMO Y LIBERACIÓN,LA RIOJA,AUSENTE
2008-03-12,1772,"ITÚRREZ DE CAPPELLINI, ADA ROSA DEL VALLE",FRENTE CÍVICO POR SANTIAGO,SANTIAGO DEL ESTERO,AFIRMATIVO
2008-03-12,1772,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2008-03-12,1772,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2008-03-12,1772,"SALAZAR, CARLOS EDUARDO",FUERZA REPUBLICANA,TUCUMÁN,AFIRMATIVO
2008-03-12,1772,"ROMERO, JUAN CARLOS",JUSTICIALISTA 8 DE OCTUBRE,SALTA,AFIRMATIVO
2008-03-12,1772,"ESCUDERO, SONIA MARGARITA",JUSTICIALISTA 8 DE OCTUBRE,SALTA,AFIRMATIVO
2008-03-12,1772,"GONZÁLEZ DE DUHALDE, HILDA BEATRIZ",JUSTICIALISTA PARA EL DIALOGO DE LOS ARGENTINOS,BUENOS AIRES,AFIRMATIVO
2008-03-12,1772,"NEGRE DE ALONSO, LILIANA TERESITA",JUSTICIALISTA SAN LUIS,SAN LUIS,AFIRMATIVO
2008-03-12,1772,"RODRÍGUEZ SAÁ, ADOLFO",JUSTICIALISTA SAN LUIS,SAN LUIS,AFIRMATIVO
2008-03-12,1772,"LORES, HORACIO",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AFIRMATIVO
2008-03-12,1772,"MARTINEZ, JOSE CARLOS",NUEVO ENCUENTRO,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2008-03-12,1772,"DIAZ, MARIA ROSA",NUEVO ENCUENTRO,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AUSENTE
2008-03-12,1772,"PEREZ ALSINA, JUAN AGUSTIN",PARTIDO RENOVADOR DE SALTA,SALTA,AFIRMATIVO
2008-03-12,1772,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,SANTA FE,AUSENTE
2008-03-12,1772,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2008-03-12,1772,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AUSENTE
2008-03-12,1772,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,TUCUMÁN,AFIRMATIVO
2008-03-12,1772,"FELLNER, LILIANA BEATRIZ",PJ FRENTE PARA LA VICTORIA,JUJUY,AFIRMATIVO
2008-03-12,1772,"JENEFES, GUILLERMO RAÚL",PJ FRENTE PARA LA VICTORIA,JUJUY,AFIRMATIVO
2008-03-12,1772,"GUASTAVINO, PEDRO GUILLERMO ÁNGEL",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2008-03-12,1772,"OSUNA, BLANCA INES",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2008-03-12,1772,"FILMUS, DANIEL FERNANDO",PJ FRENTE PARA LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2008-03-12,1772,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2008-03-12,1772,"VIUDES, ISABEL JOSEFA",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AUSENTE
2008-03-12,1772,"VIANA, LUIS ALBERTO",PJ FRENTE PARA LA VICTORIA,MISIONES,AFIRMATIVO
2008-03-12,1772,"VIGO, ÉLIDA MARÍA",PJ FRENTE PARA LA VICTORIA,MISIONES,AFIRMATIVO
2008-03-12,1772,"TORRES, EDUARDO ENRIQUE",PJ FRENTE PARA LA VICTORIA,MISIONES,AUSENTE
2008-03-12,1772,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2008-03-12,1772,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AUSENTE
2008-03-12,1772,"MAYANS, JOSÉ MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,FORMOSA,AUSENTE
2008-03-12,1772,"CORREGIDO, ELENA MERCEDES",PJ FRENTE PARA LA VICTORIA,CHACO,AFIRMATIVO
2008-03-12,1772,"BIANCALANI, FABIO DARIO",PJ FRENTE PARA LA VICTORIA,CHACO,AFIRMATIVO
2008-03-12,1772,"GIOJA, CESAR AMBROSIO",PJ FRENTE PARA LA VICTORIA,SAN JUAN,AFIRMATIVO
2008-03-12,1772,"RIOFRÍO, MARINA RAQUEL",PJ FRENTE PARA LA VICTORIA,SAN JUAN,AFIRMATIVO
2008-03-12,1772,"QUINTELA, TERESITA NICOLASA",PJ FRENTE PARA LA VICTORIA,LA RIOJA,AFIRMATIVO
2008-03-12,1772,"MAZA, ADA MERCEDES",PJ FRENTE PARA LA VICTORIA,LA RIOJA,AUSENTE
2008-03-12,1772,"FERNÁNDEZ, NICOLÁS ALEJANDRO",PJ FRENTE PARA LA VICTORIA,SANTA CRUZ,AFIRMATIVO
2008-03-12,1772,"FORSTMANN, SELVA JUDIT",PJ FRENTE PARA LA VICTORIA,SANTA CRUZ,AFIRMATIVO
2008-03-12,1772,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,CHUBUT,AFIRMATIVO
2008-03-12,1772,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2008-03-12,1772,"BONGIORNO, MARIA JOSE",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2008-03-12,1772,"PARRILLI, NANCI MARIA AGUSTINA",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2008-03-12,1772,"FUENTES, MARCELO JORGE",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2008-03-12,1772,"COLAZO, MARIO JORGE",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2008-03-12,1772,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,CATAMARCA,AUSENTE
2008-03-12,1772,"PAMPURO, JOSÉ JUAN BAUTISTA",PJ FRENTE PARA LA VICTORIA,BUENOS AIRES,AUSENTE
2008-03-12,1772,"CALCAGNO Y MAILLMANN, ERIC",PJ FRENTE PARA LA VICTORIA,BUENOS AIRES,AUSENTE
2008-03-12,1772,"CORRADI DE BELTRAN, ANA MARIA",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AFIRMATIVO
2008-03-12,1772,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2008-03-12,1772,"TROADELLO, MONICA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2008-03-12,1772,"BASUALDO, ROBERTO GUSTAVO",PRODUCCIÓN Y TRABAJO,SAN JUAN,AUSENTE
2008-03-12,1772,"CABANCHIK, SAMUEL MANUEL",PROYECTO BUENOS AIRES FEDERAL,CIUDAD AUTÓNOMA DE BUENOS AIRES,AUSENTE
2008-03-12,1772,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,SANTA FE,AFIRMATIVO
2008-03-12,1772,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,CHUBUT,AUSENTE
2008-03-12,1772,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,TUCUMÁN,AFIRMATIVO
2008-03-12,1772,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,JUJUY,AFIRMATIVO
2008-03-12,1772,"VERA, ARTURO",UCR - UNIÓN CÍVICA RADICAL,ENTRE RÍOS,AFIRMATIVO
2008-03-12,1772,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,LA PAMPA,AFIRMATIVO
2008-03-12,1772,"PETCOFF NAIDENOFF, LUIS CARLOS",UCR - UNIÓN CÍVICA RADICAL,FORMOSA,AUSENTE
2008-03-12,1772,"NIKISCH, ROY ABELARDO",UCR - UNIÓN CÍVICA RADICAL,CHACO,AFIRMATIVO
2008-03-12,1772,"MARTÍNEZ, ALFREDO ANSELMO",UCR - UNIÓN CÍVICA RADICAL,SANTA CRUZ,AUSENTE
2008-03-12,1772,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,CHUBUT,AFIRMATIVO
2008-03-12,1772,"VERANI, PABLO",UCR - UNIÓN CÍVICA RADICAL,RÍO NEGRO,AFIRMATIVO
2008-03-12,1772,"RACHED, EMILIO ALBERTO",UCR - UNIÓN CÍVICA RADICAL,SANTIAGO DEL ESTERO,AFIRMATIVO
2008-03-12,1772,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,MENDOZA,AFIRMATIVO
2008-03-12,1772,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,CÓRDOBA,AFIRMATIVO
2008-03-12,1772,"PÉRSICO, DANIEL RAÚL",,SAN LUIS,AFIRMATIVO
2008-03-26,1870,"ESTENSSORO, MARÍA EUGENIA",ALIANZA COALICIÓN CÍVICA,CIUDAD AUTÓNOMA DE BUENOS AIRES,NEGATIVO
2008-03-26,1870,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,CORRIENTES,AUSENTE
2008-03-26,1870,"BORTOLOZZI, ADRIANA RAQUEL",ESPERANZA FEDERAL,FORMOSA,AUSENTE
2008-03-26,1870,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,SANTA FE,AFIRMATIVO
2008-03-26,1870,"MENEM, CARLOS SAÚL",FEDERALISMO Y LIBERACIÓN,LA RIOJA,AUSENTE
2008-03-26,1870,"ITÚRREZ DE CAPPELLINI, ADA ROSA DEL VALLE",FRENTE CÍVICO POR SANTIAGO,SANTIAGO DEL ESTERO,AFIRMATIVO
2008-03-26,1870,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,NEGATIVO
2008-03-26,1870,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2008-03-26,1870,"SALAZAR, CARLOS EDUARDO",FUERZA REPUBLICANA,TUCUMÁN,NEGATIVO
2008-03-26,1870,"ESCUDERO, SONIA MARGARITA",JUSTICIALISTA 8 DE OCTUBRE,SALTA,AFIRMATIVO
2008-03-26,1870,"ROMERO, JUAN CARLOS",JUSTICIALISTA 8 DE OCTUBRE,SALTA,AUSENTE
2008-03-26,1870,"GONZÁLEZ DE DUHALDE, HILDA BEATRIZ",JUSTICIALISTA PARA EL DIALOGO DE LOS ARGENTINOS,BUENOS AIRES,NEGATIVO
2008-03-26,1870,"NEGRE DE ALONSO, LILIANA TERESITA",JUSTICIALISTA SAN LUIS,SAN LUIS,NEGATIVO
2008-03-26,1870,"RODRÍGUEZ SAÁ, ADOLFO",JUSTICIALISTA SAN LUIS,SAN LUIS,NEGATIVO
2008-03-26,1870,"LORES, HORACIO",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AFIRMATIVO
2008-03-26,1870,"DIAZ, MARIA ROSA",NUEVO ENCUENTRO,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",NEGATIVO
2008-03-26,1870,"MARTINEZ, JOSE CARLOS",NUEVO ENCUENTRO,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AUSENTE
2008-03-26,1870,"PEREZ ALSINA, JUAN AGUSTIN",PARTIDO RENOVADOR DE SALTA,SALTA,NEGATIVO
2008-03-26,1870,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,SANTA FE,NEGATIVO
2008-03-26,1870,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2008-03-26,1870,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AUSENTE
2008-03-26,1870,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,TUCUMÁN,AFIRMATIVO
2008-03-26,1870,"FELLNER, LILIANA BEATRIZ",PJ FRENTE PARA LA VICTORIA,JUJUY,AFIRMATIVO
2008-03-26,1870,"JENEFES, GUILLERMO RAÚL",PJ FRENTE PARA LA VICTORIA,JUJUY,AFIRMATIVO
2008-03-26,1870,"GUASTAVINO, PEDRO GUILLERMO ÁNGEL",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2008-03-26,1870,"OSUNA, BLANCA INES",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2008-03-26,1870,"FILMUS, DANIEL FERNANDO",PJ FRENTE PARA LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2008-03-26,1870,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2008-03-26,1870,"VIUDES, ISABEL JOSEFA",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2008-03-26,1870,"VIANA, LUIS ALBERTO",PJ FRENTE PARA LA VICTORIA,MISIONES,AFIRMATIVO
2008-03-26,1870,"TORRES, EDUARDO ENRIQUE",PJ FRENTE PARA LA VICTORIA,MISIONES,AFIRMATIVO
2008-03-26,1870,"VIGO, ÉLIDA MARÍA",PJ FRENTE PARA LA VICTORIA,MISIONES,AUSENTE
2008-03-26,1870,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2008-03-26,1870,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2008-03-26,1870,"MAYANS, JOSÉ MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,FORMOSA,AFIRMATIVO
2008-03-26,1870,"CORREGIDO, ELENA MERCEDES",PJ FRENTE PARA LA VICTORIA,CHACO,AFIRMATIVO
2008-03-26,1870,"BIANCALANI, FABIO DARIO",PJ FRENTE PARA LA VICTORIA,CHACO,AFIRMATIVO
2008-03-26,1870,"GIOJA, CESAR AMBROSIO",PJ FRENTE PARA LA VICTORIA,SAN JUAN,AFIRMATIVO
2008-03-26,1870,"RIOFRÍO, MARINA RAQUEL",PJ FRENTE PARA LA VICTORIA,SAN JUAN,AFIRMATIVO
2008-03-26,1870,"MAZA, ADA MERCEDES",PJ FRENTE PARA LA VICTORIA,LA RIOJA,AFIRMATIVO
2008-03-26,1870,"QUINTELA, TERESITA NICOLASA",PJ FRENTE PARA LA VICTORIA,LA RIOJA,AUSENTE
2008-03-26,1870,"FERNÁNDEZ, NICOLÁS ALEJANDRO",PJ FRENTE PARA LA VICTORIA,SANTA CRUZ,AFIRMATIVO
2008-03-26,1870,"FORSTMANN, SELVA JUDIT",PJ FRENTE PARA LA VICTORIA,SANTA CRUZ,AFIRMATIVO
2008-03-26,1870,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,CHUBUT,AFIRMATIVO
2008-03-26,1870,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2008-03-26,1870,"BONGIORNO, MARIA JOSE",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2008-03-26,1870,"PARRILLI, NANCI MARIA AGUSTINA",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2008-03-26,1870,"FUENTES, MARCELO JORGE",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2008-03-26,1870,"COLAZO, MARIO JORGE",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2008-03-26,1870,"SAADI, RAMÓN EDUARDO",PJ FRENTE PARA LA VICTORIA,CATAMARCA,AUSENTE
2008-03-26,1870,"PAMPURO, JOSÉ JUAN BAUTISTA",PJ FRENTE PARA LA VICTORIA,BUENOS AIRES,AFIRMATIVO
2008-03-26,1870,"CALCAGNO Y MAILLMANN, ERIC",PJ FRENTE PARA LA VICTORIA,BUENOS AIRES,AUSENTE
2008-03-26,1870,"CORRADI DE BELTRAN, ANA MARIA",PJ FRENTE PARA LA VICTORIA,SANTIAGO DEL ESTERO,AUSENTE
2008-03-26,1870,"PERCEVAL, MARÍA CRISTINA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2008-03-26,1870,"TROADELLO, MONICA",PJ FRENTE PARA LA VICTORIA,MENDOZA,AFIRMATIVO
2008-03-26,1870,"BASUALDO, ROBERTO GUSTAVO",PRODUCCIÓN Y TRABAJO,SAN JUAN,NEGATIVO
2008-03-26,1870,"CABANCHIK, SAMUEL MANUEL",PROYECTO BUENOS AIRES FEDERAL,CIUDAD AUTÓNOMA DE BUENOS AIRES,NEGATIVO
2008-03-26,1870,"REUTEMANN, CARLOS ALBERTO",SANTA FE FEDERAL,SANTA FE,AUSENTE
2008-03-26,1870,"GIUSTI, SILVIA ESTER",TRABAJO Y DIGNIDAD,CHUBUT,AFIRMATIVO
2008-03-26,1870,"PINCHETTI DE SIERRA MORALES, DELIA NORMA",TUCUMAN,TUCUMÁN,NEGATIVO
2008-03-26,1870,"MORALES, GERARDO RUBÉN",UCR - UNIÓN CÍVICA RADICAL,JUJUY,AUSENTE
2008-03-26,1870,"VERA, ARTURO",UCR - UNIÓN CÍVICA RADICAL,ENTRE RÍOS,NEGATIVO
2008-03-26,1870,"MARINO, JUAN CARLOS",UCR - UNIÓN CÍVICA RADICAL,LA PAMPA,NEGATIVO
2008-03-26,1870,"PETCOFF NAIDENOFF, LUIS CARLOS",UCR - UNIÓN CÍVICA RADICAL,FORMOSA,NEGATIVO
2008-03-26,1870,"NIKISCH, ROY ABELARDO",UCR - UNIÓN CÍVICA RADICAL,CHACO,NEGATIVO
2008-03-26,1870,"MARTÍNEZ, ALFREDO ANSELMO",UCR - UNIÓN CÍVICA RADICAL,SANTA CRUZ,NEGATIVO
2008-03-26,1870,"MASSONI, NORBERTO",UCR - UNIÓN CÍVICA RADICAL,CHUBUT,NEGATIVO
2008-03-26,1870,"VERANI, PABLO",UCR - UNIÓN CÍVICA RADICAL,RÍO NEGRO,AUSENTE
2008-03-26,1870,"RACHED, EMILIO ALBERTO",UCR - UNIÓN CÍVICA RADICAL,SANTIAGO DEL ESTERO,AUSENTE
2008-03-26,1870,"SANZ, ERNESTO RICARDO",UCR - UNIÓN CÍVICA RADICAL,MENDOZA,NEGATIVO
2008-03-26,1870,"ROSSI, CARLOS ALBERTO",VECINALISTA - PARTIDO NUEVO,CÓRDOBA,NEGATIVO
2008-03-26,1870,"PÉRSICO, DANIEL RAÚL",,SAN LUIS,AFIRMATIVO
2008-04-09,1710,"ESTENSSORO, MARÍA EUGENIA",ALIANZA COALICIÓN CÍVICA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AFIRMATIVO
2008-04-09,1710,"SÁNCHEZ, MARÍA DORA",CONCERTACIÓN PLURAL,CORRIENTES,AUSENTE
2008-04-09,1710,"BORTOLOZZI, ADRIANA RAQUEL",ESPERANZA FEDERAL,FORMOSA,AFIRMATIVO
2008-04-09,1710,"LATORRE, ROXANA ITATÍ",FEDERALISMO SANTAFESINO,SANTA FE,AFIRMATIVO
2008-04-09,1710,"MENEM, CARLOS SAÚL",FEDERALISMO Y LIBERACIÓN,LA RIOJA,AFIRMATIVO
2008-04-09,1710,"ITÚRREZ DE CAPPELLINI, ADA ROSA DEL VALLE",FRENTE CÍVICO POR SANTIAGO,SANTIAGO DEL ESTERO,AFIRMATIVO
2008-04-09,1710,"CASTILLO, OSCAR ANÍBAL",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AFIRMATIVO
2008-04-09,1710,"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",FRENTE CÍVICO Y SOCIAL DE CATAMARCA,CATAMARCA,AUSENTE
2008-04-09,1710,"SALAZAR, CARLOS EDUARDO",FUERZA REPUBLICANA,TUCUMÁN,AFIRMATIVO
2008-04-09,1710,"ROMERO, JUAN CARLOS",JUSTICIALISTA 8 DE OCTUBRE,SALTA,AFIRMATIVO
2008-04-09,1710,"ESCUDERO, SONIA MARGARITA",JUSTICIALISTA 8 DE OCTUBRE,SALTA,AFIRMATIVO
2008-04-09,1710,"GONZÁLEZ DE DUHALDE, HILDA BEATRIZ",JUSTICIALISTA PARA EL DIALOGO DE LOS ARGENTINOS,BUENOS AIRES,AUSENTE
2008-04-09,1710,"NEGRE DE ALONSO, LILIANA TERESITA",JUSTICIALISTA SAN LUIS,SAN LUIS,NEGATIVO
2008-04-09,1710,"RODRÍGUEZ SAÁ, ADOLFO",JUSTICIALISTA SAN LUIS,SAN LUIS,NEGATIVO
2008-04-09,1710,"LORES, HORACIO",MOVIMIENTO POPULAR NEUQUINO,NEUQUÉN,AFIRMATIVO
2008-04-09,1710,"DIAZ, MARIA ROSA",NUEVO ENCUENTRO,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
2008-04-09,1710,"MARTINEZ, JOSE CARLOS",NUEVO ENCUENTRO,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AUSENTE
2008-04-09,1710,"PEREZ ALSINA, JUAN AGUSTIN",PARTIDO RENOVADOR DE SALTA,SALTA,AFIRMATIVO
2008-04-09,1710,"GIUSTINIANI, RUBÉN HÉCTOR",PARTIDO SOCIALISTA,SANTA FE,AFIRMATIVO
2008-04-09,1710,"GIRI, HAIDE DELIA",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2008-04-09,1710,"URQUÍA, ROBERTO DANIEL",PJ FRENTE PARA LA VICTORIA,CÓRDOBA,AFIRMATIVO
2008-04-09,1710,"MIRANDA, JULIO ANTONIO",PJ FRENTE PARA LA VICTORIA,TUCUMÁN,AFIRMATIVO
2008-04-09,1710,"FELLNER, LILIANA BEATRIZ",PJ FRENTE PARA LA VICTORIA,JUJUY,AFIRMATIVO
2008-04-09,1710,"JENEFES, GUILLERMO RAÚL",PJ FRENTE PARA LA VICTORIA,JUJUY,AFIRMATIVO
2008-04-09,1710,"GUASTAVINO, PEDRO GUILLERMO ÁNGEL",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2008-04-09,1710,"OSUNA, BLANCA INES",PJ FRENTE PARA LA VICTORIA,ENTRE RÍOS,AFIRMATIVO
2008-04-09,1710,"FILMUS, DANIEL FERNANDO",PJ FRENTE PARA LA VICTORIA,CIUDAD AUTÓNOMA DE BUENOS AIRES,AUSENTE
2008-04-09,1710,"RÍOS, ROBERTO FABIÁN",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2008-04-09,1710,"VIUDES, ISABEL JOSEFA",PJ FRENTE PARA LA VICTORIA,CORRIENTES,AFIRMATIVO
2008-04-09,1710,"TORRES, EDUARDO ENRIQUE",PJ FRENTE PARA LA VICTORIA,MISIONES,AFIRMATIVO
2008-04-09,1710,"VIGO, ÉLIDA MARÍA",PJ FRENTE PARA LA VICTORIA,MISIONES,AFIRMATIVO
2008-04-09,1710,"VIANA, LUIS ALBERTO",PJ FRENTE PARA LA VICTORIA,MISIONES,AUSENTE
2008-04-09,1710,"MARÍN, RUBÉN HUGO",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2008-04-09,1710,"GALLEGO, SILVIA ESTER",PJ FRENTE PARA LA VICTORIA,LA PAMPA,AFIRMATIVO
2008-04-09,1710,"MAYANS, JOSÉ MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,FORMOSA,AFIRMATIVO
2008-04-09,1710,"CORREGIDO, ELENA MERCEDES",PJ FRENTE PARA LA VICTORIA,CHACO,AFIRMATIVO
2008-04-09,1710,"BIANCALANI, FABIO DARIO",PJ FRENTE PARA LA VICTORIA,CHACO,AFIRMATIVO
2008-04-09,1710,"GIOJA, CESAR AMBROSIO",PJ FRENTE PARA LA VICTORIA,SAN JUAN,AFIRMATIVO
2008-04-09,1710,"RIOFRÍO, MARINA RAQUEL",PJ FRENTE PARA LA VICTORIA,SAN JUAN,AFIRMATIVO
2008-04-09,1710,"QUINTELA, TERESITA NICOLASA",PJ FRENTE PARA LA VICTORIA,LA RIOJA,AFIRMATIVO
2008-04-09,1710,"MAZA, ADA MERCEDES",PJ FRENTE PARA LA VICTORIA,LA RIOJA,AFIRMATIVO
2008-04-09,1710,"FERNÁNDEZ, NICOLÁS ALEJANDRO",PJ FRENTE PARA LA VICTORIA,SANTA CRUZ,AFIRMATIVO
2008-04-09,1710,"FORSTMANN, SELVA JUDIT",PJ FRENTE PARA LA VICTORIA,SANTA CRUZ,AFIRMATIVO
2008-04-09,1710,"GUINLE, MARCELO ALEJANDRO HORACIO",PJ FRENTE PARA LA VICTORIA,CHUBUT,AFIRMATIVO
2008-04-09,1710,"PICHETTO, MIGUEL ÁNGEL",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2008-04-09,1710,"BONGIORNO, MARIA JOSE",PJ FRENTE PARA LA VICTORIA,RÍO NEGRO,AFIRMATIVO
2008-04-09,1710,"PARRILLI, NANCI MARIA AGUSTINA",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2008-04-09,1710,"FUENTES, MARCELO JORGE",PJ FRENTE PARA LA VICTORIA,NEUQUÉN,AFIRMATIVO
2008-04-09,1710,"COLAZO, MARIO JORGE",PJ FRENTE PARA LA VICTORIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",AFIRMATIVO
