snapshot_date,snapshot_url,bloque_impreso,senador_impreso
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Autonomista,"ROMERO FERIS , JOSÉ ANTONIO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Bloque Provincia De Santa Cruz Partido Justicialista,"VARIZAT , DANIEL ALBERTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Bloquista De La Provincia De San Juan,"BRAVO , LEOPOLDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Fre.Pa.So,"DEL PIERO , PEDRO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Frente Cívico Y Social De Catamarca,"VILLARROEL , PEDRO GUILLERMO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ALASINO , AUGUSTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ARNOLD,EDUARDO ARIEL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BAUM , DANIEL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BAUZÁ , EDUARDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BRANDA , RICARDO ALBERTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CABANA , FERNANDO VENANCIO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CAFIERO , ANTONIO FRANCISCO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CANTARERO , EMILIO MARCELO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CARBONELL, JOSE FERNANDO FRANCISCO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CORACH, CARLOS VLADIMIRO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"COSTANZO , REMO JOSÉ"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"DE LA ROSA , CARLOS LEONARDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"DI PIETRO , ARTURO ROLANDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"GIOJA , JOSÉ LUIS"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"HUMADA , JULIO CÉSAR"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MARTINEZ ALMUDEVAR , ENRIQUE J."
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MASSAT , JORGE JOSÉ"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MAYA , HÉCTOR MARÍA"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MENEM , EDUARDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MIKKELSEN LÖTH , JORGE FEDERICO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ORTEGA, RAMON BAUTISTA"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"OUDÍN , ERNESTO RENÉ"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PALACIOS , GERARDO LUIS"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PARDO, ÁNGEL FRANCISCO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PRUYAS, TOMAS RUBEN"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"RAIJER , BEATRIZ IRMA"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"RODRIGUEZ , MANUEL AUGUSTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SAGER , HUGO ABEL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SALA , OSVALDO RUBÉN"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SAN MILLÁN , JULIO ARGENTINO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SERGNESE, CARLOS JOSE ANTONIO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"TELL , ALBERTO MÁXIMO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"VAQUIR , OMAR MUHAMAD"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"VERNA , CARLOS ALBERTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"VILLAVERDE , JORGE ANTONIO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"YOMA , JORGE RAÚL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ZALAZAR , HORACIO ANIBAL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Partido Justicialista - PUL (Partido Unión y Libertad,"RODRIGUEZ SAA, ALBERTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Fueguino,"PRETO , RUGGERO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Fueguino,"ROMERO, MARCELO JUAN"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Neuquino,"SAPAG , FELIPE RODOLFO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Neuquino,"SAPAG , SILVIA ESTELA"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Renovador De Salta,"ULLOA , ROBERTO AUGUSTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"AGUNDEZ , JORGE ALFREDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"ALTUNA , JUAN CARLOS"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"ANGELOZ , EDUARDO CÉSAR"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GAGLIARDI , EDGARDO JOSÉ"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GALVÁN , RAÚL ALFREDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GARCÍA ARECHA , JOSÉ MARÍA"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GENOUD , JOSÉ"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"LEÓN , LUIS"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"LÓPEZ , ALCIDES HUMBERTO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"LOSADA , MARIO ANIBAL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MAGLIETTI , ALBERTO RAMÓN"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MASSACCESI , HORACIO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MELGAREJO , JUAN IGNACIO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MENEGHINI , JAVIER REYNALDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MOLINARI ROMERO , LUIS ARTURO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MOREAU , LEOPOLDO RAÚL GUIDO"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"ROSTAN , NESTOR DANIEL"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"SAEZ , JOSÉ MARÍA"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"SALUM , HUMBERTO ELÍAS"
2000-05-25,https://web.archive.org/web/20000525090352id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"USANDIZAGA , HORACIO DANIEL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Autonomista,"ROMERO FERIS , JOSÉ ANTONIO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Bloquista De La Provincia De San Juan,"BRAVO , LEOPOLDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Cruzada Renovadora De San Juan,"LOZA, JUAN CARLOS"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Fre.Pa.So,"DEL PIERO , PEDRO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Frente Cívico Y Social De Catamarca,"VILLARROEL , PEDRO GUILLERMO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ALASINO , AUGUSTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ARNOLD,EDUARDO ARIEL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BAUM , DANIEL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BAUZÁ , EDUARDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BRANDA , RICARDO ALBERTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CABANA , FERNANDO VENANCIO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CAFIERO , ANTONIO FRANCISCO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CANTARERO , EMILIO MARCELO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CARBONELL, JOSE FERNANDO FRANCISCO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CORACH, CARLOS VLADIMIRO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"COSTANZO , REMO JOSÉ"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"DE LA ROSA , CARLOS LEONARDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"DI PIETRO , ARTURO ROLANDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"GIOJA , JOSÉ LUIS"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"HUMADA , JULIO CÉSAR"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MARTINEZ ALMUDEVAR , ENRIQUE J."
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MASSAT , JORGE JOSÉ"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MENEM , EDUARDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MIKKELSEN LÖTH , JORGE FEDERICO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ORTEGA, RAMON BAUTISTA"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"OUDÍN , ERNESTO RENÉ"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PALACIOS , GERARDO LUIS"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PARDO, ÁNGEL FRANCISCO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PRUYAS, TOMAS RUBEN"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"RAIJER , BEATRIZ IRMA"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"RODRIGUEZ , MANUEL AUGUSTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SAGER , HUGO ABEL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SALA , OSVALDO RUBÉN"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SAN MILLÁN , JULIO ARGENTINO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"SERGNESE, CARLOS JOSE ANTONIO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"TELL , ALBERTO MÁXIMO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"VAQUIR , OMAR MUHAMAD"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"VERNA , CARLOS ALBERTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"VILLAVERDE , JORGE ANTONIO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"YOMA , JORGE RAÚL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ZALAZAR , HORACIO ANIBAL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Partido Justicialista Federal de Senadores Nacionales,"MAYA , HÉCTOR MARÍA"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Partido Justicialista Federal de Senadores Nacionales,"RODRIGUEZ SAA, ALBERTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Partido Justicialista Federal de Senadores Nacionales,"VARIZAT , DANIEL ALBERTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Fueguino,"PRETO , RUGGERO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Fueguino,"ROMERO, MARCELO JUAN"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Neuquino,"SAPAG , FELIPE RODOLFO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Movimiento Popular Neuquino,"SAPAG , SILVIA ESTELA"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Renovador De Salta,"ULLOA , ROBERTO AUGUSTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"AGUNDEZ , JORGE ALFREDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"ALTUNA , JUAN CARLOS"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"ANGELOZ , EDUARDO CÉSAR"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GAGLIARDI , EDGARDO JOSÉ"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GALVÁN , RAÚL ALFREDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GARCÍA ARECHA , JOSÉ MARÍA"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"GENOUD , JOSÉ"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"LEÓN , LUIS"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"LÓPEZ , ALCIDES HUMBERTO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"LOSADA , MARIO ANIBAL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MAGLIETTI , ALBERTO RAMÓN"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MASSACCESI , HORACIO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MELGAREJO , JUAN IGNACIO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MENEGHINI , JAVIER REYNALDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MOLINARI ROMERO , LUIS ARTURO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"MOREAU , LEOPOLDO RAÚL GUIDO"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"ROSTAN , NESTOR DANIEL"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"SAEZ , JOSÉ MARÍA"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"SALUM , HUMBERTO ELÍAS"
2000-09-25,https://web.archive.org/web/20000925231737id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Unión Cívica Radical,"USANDIZAGA , HORACIO DANIEL"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Autonomista,"ROMERO FERIS , JOSÉ ANTONIO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Bloquista De La Provincia De San Juan,"BRAVO , LEOPOLDO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Cruzada Renovadora De San Juan,"LOZA, JUAN CARLOS"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Fre.Pa.So,"DEL PIERO , PEDRO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Frente Cívico Y Social De Catamarca,"VILLARROEL , PEDRO GUILLERMO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ALASINO , AUGUSTO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ARNOLD,EDUARDO ARIEL"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BAUM , DANIEL"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BAUZÁ , EDUARDO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"BRANDA , RICARDO ALBERTO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CABANA , FERNANDO VENANCIO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CAFIERO , ANTONIO FRANCISCO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CANTARERO , EMILIO MARCELO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CARBONELL, JOSE FERNANDO FRANCISCO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"CORACH, CARLOS VLADIMIRO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"COSTANZO , REMO JOSÉ"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"DE LA ROSA , CARLOS LEONARDO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"DI PIETRO , ARTURO ROLANDO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"GIOJA , JOSÉ LUIS"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"HUMADA , JULIO CÉSAR"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MARTINEZ ALMUDEVAR , ENRIQUE J."
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MASSAT , JORGE JOSÉ"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MENEM , EDUARDO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"MIKKELSEN LÖTH , JORGE FEDERICO"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"ORTEGA, RAMON BAUTISTA"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"OUDÍN , ERNESTO RENÉ"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PALACIOS , GERARDO LUIS"
2000-10-04,https://web.archive.org/web/20001004235402id_/http://www.senado.gov.ar:80/web/senadores/m_bloques.html,Justicialista,"PARDO, ÁNGEL FRANCISCO"
