pdf,pages,status,before,after
2014-07-02_r10_ORDINARIA.pdf,33,fixed,ación de la Universidad de Cuyo. (O.D. N 223/14.) Aniversario del desembarco de ,ación de la Universidad de Cuyo. (O.D. Nº 223/14.) Aniversario del desembarco de 
2014-07-02_r10_ORDINARIA.pdf,33,fixed,eses en la provincia del Chubut. (O.D. N 224/14.) Aniversario del natalicio de L,eses en la provincia del Chubut. (O.D. Nº 224/14.) Aniversario del natalicio de L
2014-07-02_r10_ORDINARIA.pdf,33,fixed,el natalicio de Leandro N. Alem. (O.D. N 225/14.) Aniversario de la creación del,el natalicio de Leandro N. Alem. (O.D. Nº 225/14.) Aniversario de la creación del
2014-07-02_r10_ORDINARIA.pdf,33,fixed,aballo “Don José de San Martín”. (O.D. N 226/14.) Aniversario del natalicio de R,aballo “Don José de San Martín”. (O.D. Nº 226/14.) Aniversario del natalicio de R
2014-07-02_r10_ORDINARIA.pdf,33,fixed,l natalicio de Roque Sáenz Peña. (O.D. N 227/14.) Conmemoración de la sanción de,l natalicio de Roque Sáenz Peña. (O.D. Nº 227/14.) Conmemoración de la sanción de
2014-07-02_r10_ORDINARIA.pdf,33,fixed,e la Ley Nacional de Elecciones. (O.D. N 228/14.) Festejos religiosos en homenaj,e la Ley Nacional de Elecciones. (O.D. Nº 228/14.) Festejos religiosos en homenaj
2014-07-02_r10_ORDINARIA.pdf,33,fixed," Monserrat, Santiago del Estero. (O.D. N 229/14.) Conmemoración del nacimiento d"," Monserrat, Santiago del Estero. (O.D. Nº 229/14.) Conmemoración del nacimiento d"
2014-07-02_r10_ORDINARIA.pdf,33,fixed,doctor José Benjamín Gorostiaga. (O.D. N 230/14.) Aniversario del nacimiento Pol,doctor José Benjamín Gorostiaga. (O.D. Nº 230/14.) Aniversario del nacimiento Pol
2014-07-02_r10_ORDINARIA.pdf,33,fixed, del nacimiento Polo Godoy Rojo. (O.D. N 231/14.) Aniversario del nacimiento de , del nacimiento Polo Godoy Rojo. (O.D. Nº 231/14.) Aniversario del nacimiento de 
2014-07-02_r10_ORDINARIA.pdf,33,fixed,el nacimiento de Lidia Lamaison. (O.D. N 232/14.) Declaración de interés la pelí,el nacimiento de Lidia Lamaison. (O.D. Nº 232/14.) Declaración de interés la pelí
2014-07-02_r10_ORDINARIA.pdf,33,fixed,. (O.D. N 233/14.) Aniversario de la fundación de,. (O.D. Nº 233/14.) Aniversario de la fundación de
2014-07-02_r10_ORDINARIA.pdf,33,fixed,"ciudad de Gualeguay, Entre Ríos. (O.D. N 234/14.) Apertura del primer posgrado e","ciudad de Gualeguay, Entre Ríos. (O.D. Nº 234/14.) Apertura del primer posgrado e"
2014-07-02_r10_ORDINARIA.pdf,33,fixed,versidad Nacional de La Matanza. (O.D. N 235/14.) Exposición de artesanías “Expo,versidad Nacional de La Matanza. (O.D. Nº 235/14.) Exposición de artesanías “Expo
2014-07-02_r10_ORDINARIA.pdf,33,fixed,rtida e Islas del Atlántico Sur. (O.D. N 236/14.) Aniversario de la declaración ,rtida e Islas del Atlántico Sur. (O.D. Nº 236/14.) Aniversario de la declaración 
2014-07-02_r10_ORDINARIA.pdf,33,fixed,mo patrona nacional del turismo. (O.D. N 237/14.) Aniversario de la gesta galesa,mo patrona nacional del turismo. (O.D. Nº 237/14.) Aniversario de la gesta galesa
2014-07-02_r10_ORDINARIA.pdf,33,fixed,lesa en la provincia del Chubut. (O.D. N 239/14.) Premio Goya otorgado a la pelí,lesa en la provincia del Chubut. (O.D. Nº 239/14.) Premio Goya otorgado a la pelí
2014-07-02_r10_ORDINARIA.pdf,33,fixed,. (O.D. N 240/14.) Jornadas Iberoamericanas de Hi,. (O.D. Nº 240/14.) Jornadas Iberoamericanas de Hi
2014-07-02_r10_ORDINARIA.pdf,33,fixed,"s Zoonosis, en Colonia, Uruguay. (O.D. N 243/14.) Designación de Cristina Leiva ","s Zoonosis, en Colonia, Uruguay. (O.D. Nº 243/14.) Designación de Cristina Leiva "
2014-07-02_r10_ORDINARIA.pdf,33,fixed,"ternacional en Arusha, Tanzania. (O.D. N 245/14.) Día del Investigador Científic","ternacional en Arusha, Tanzania. (O.D. Nº 245/14.) Día del Investigador Científic"
2014-07-02_r10_ORDINARIA.pdf,33,fixed,Día del Investigador Científico. (O.D. N 246/14.) XLIII Congreso Argentino de Ge,Día del Investigador Científico. (O.D. Nº 246/14.) XLIII Congreso Argentino de Ge
2014-07-02_r10_ORDINARIA.pdf,33,fixed," Carlos de Bariloche, Río Negro. (O.D. N 247/14.) XXI Congreso sobre Métodos Num"," Carlos de Bariloche, Río Negro. (O.D. Nº 247/14.) XXI Congreso sobre Métodos Num"
2014-07-02_r10_ORDINARIA.pdf,33,fixed," Carlos de Bariloche, Río Negro. (O.D. N 248/14.) Trabajo realizado por científi"," Carlos de Bariloche, Río Negro. (O.D. Nº 248/14.) Trabajo realizado por científi"
2014-07-02_r10_ORDINARIA.pdf,33,fixed,logía Molecular y Neurociencias. (O.D. N 249/14.) Polo Científico y Tecnológico ,logía Molecular y Neurociencias. (O.D. Nº 249/14.) Polo Científico y Tecnológico 
2014-07-02_r10_ORDINARIA.pdf,33,fixed,ico de la Provincia de La Rioja. (O.D. N 250/14.) Declaración de interés de la i,ico de la Provincia de La Rioja. (O.D. Nº 250/14.) Declaración de interés de la i
2014-07-02_r10_ORDINARIA.pdf,33,fixed,ovación Productiva de la Nación. (O.D. N 251/14.) ,ovación Productiva de la Nación. (O.D. Nº 251/14.) 
2014-07-02_r10_ORDINARIA.pdf,34,fixed,"competencia; al contrario, el artículo 9 del mismo proyecto de ley establece cuá","competencia; al contrario, el artículo 9º del mismo proyecto de ley establece cuá"
2014-07-02_r10_ORDINARIA.pdf,36,fixed,"e la ley 19.549. Entonces, el artículo 1 de la ley declara el ámbito y la compet","e la ley 19.549. Entonces, el artículo 1º de la ley declara el ámbito y la compet"
2014-07-02_r10_ORDINARIA.pdf,36,fixed,"misma. Esta primera parte del artículo 1, como lo dijo el asesor del Ministerio ","misma. Esta primera parte del artículo 1º, como lo dijo el asesor del Ministerio "
2014-07-02_r10_ORDINARIA.pdf,37,fixed,dad. Otro tema que está en el artículo 1 es la última parte que dice así: “La sa,dad. Otro tema que está en el artículo 1º es la última parte que dice así: “La sa
2014-07-02_r10_ORDINARIA.pdf,37,fixed, no sobre la ley de fondo. El artículo 2 del proyecto de ley dice en qué casos s, no sobre la ley de fondo. El artículo 2º del proyecto de ley dice en qué casos s
2014-07-02_r10_ORDINARIA.pdf,38,fixed,l no se deba responder. En el artículo 3 se establecen cuáles son los requisitos,l no se deba responder. En el artículo 3º se establecen cuáles son los requisitos
2014-07-02_r10_ORDINARIA.pdf,38,fixed, inactividad ilegítima. En el artículo 4 se establecen los requisitos de la acti, inactividad ilegítima. En el artículo 4º se establecen los requisitos de la acti
2014-07-02_r10_ORDINARIA.pdf,38,fixed,"o que vamos a ver ahora en el artículo 4 como nota ""caracterizante"" de la activi","o que vamos a ver ahora en el artículo 4º como nota ""caracterizante"" de la activi"
2014-07-02_r10_ORDINARIA.pdf,38,fixed, el ámbito de la comisión. El artículo 4 establece los requisitos por responsabi, el ámbito de la comisión. El artículo 4º establece los requisitos por responsabi
2014-07-02_r10_ORDINARIA.pdf,38,fixed, el Estado la va a asumir. El artículo 5 viene a reforzar esto que acabamos de d, el Estado la va a asumir. El artículo 5º viene a reforzar esto que acabamos de d
2014-07-02_r10_ORDINARIA.pdf,39,fixed,o va a responder por ello. El artículo 6 habla de la responsabilidad del Estado ,o va a responder por ello. El artículo 6º habla de la responsabilidad del Estado 
2014-07-02_r10_ORDINARIA.pdf,39,fixed,sprudencia de la Corte y este artículo 6 lo que viene a hacer es adecuarla a una,sprudencia de la Corte y este artículo 6º lo que viene a hacer es adecuarla a una
2014-07-02_r10_ORDINARIA.pdf,39,fixed,"ionarias o licenciatarios. El artículo 7 establece el plazo de prescripción, mod","ionarias o licenciatarios. El artículo 7º establece el plazo de prescripción, mod"
2014-07-02_r10_ORDINARIA.pdf,39,fixed,"os prescribe a los 2 años. El artículo 8, tomando una jurisprudencia, da la opci","os prescribe a los 2 años. El artículo 8º, tomando una jurisprudencia, da la opci"
2014-07-02_r10_ORDINARIA.pdf,39,fixed,de un funcionario público. El artículo 9 establece esa responsabilidad. Dice res,de un funcionario público. El artículo 9º establece esa responsabilidad. Dice res
2014-07-02_r10_ORDINARIA.pdf,44,fixed,también conceptual y nace del artículo 1 del proyecto. Lo dijimos en la comisión,también conceptual y nace del artículo 1º del proyecto. Lo dijimos en la comisión
2014-07-02_r10_ORDINARIA.pdf,45,fixed,", desde el arranque, desde el artículo 1, decimos que este no es un tema ni fede",", desde el arranque, desde el artículo 1º, decimos que este no es un tema ni fede"
2014-07-02_r10_ORDINARIA.pdf,47,fixed,"uscar por vía subsidiaria, el artículo 1 de esta ley establece que no es aplicab","uscar por vía subsidiaria, el artículo 1º de esta ley establece que no es aplicab"
2014-07-02_r10_ORDINARIA.pdf,49,fixed,"stá prevista en la ley, en el artículo 9, y se la mezcla con una disposición del","stá prevista en la ley, en el artículo 9º, y se la mezcla con una disposición del"
2014-07-02_r10_ORDINARIA.pdf,49,fixed,ezcla con una disposición del artículo 1. Recién se hizo referencia a la respons,ezcla con una disposición del artículo 1º. Recién se hizo referencia a la respons
2014-07-02_r10_ORDINARIA.pdf,49,fixed,"de las astreintes, está en el artículo 1 de la norma. Entonces, la responsabilid","de las astreintes, está en el artículo 1º de la norma. Entonces, la responsabilid"
2014-07-02_r10_ORDINARIA.pdf,49,fixed,"n sí misma está tratada en el artículo 9, no en el artículo 1","n sí misma está tratada en el artículo 9º, no en el artículo 1"
2014-07-02_r10_ORDINARIA.pdf,49,fixed,", no en el artículo 1, que trata de la sanción pecuniaria dis",", no en el artículo 1º, que trata de la sanción pecuniaria dis"
2014-07-02_r10_ORDINARIA.pdf,49,fixed,"o. Nosotros decimos que en el artículo 1, que no habla de la responsabilidad de ","o. Nosotros decimos que en el artículo 1º, que no habla de la responsabilidad de "
2014-07-02_r10_ORDINARIA.pdf,50,fixed,al punto de la aclaración. El artículo 5 de la Constitución dice que cada provin,al punto de la aclaración. El artículo 5º de la Constitución dice que cada provin
2014-07-02_r10_ORDINARIA.pdf,50,fixed,dictará su Constitución. Y el artículo 7 dice que los actos públicos y procedimi,dictará su Constitución. Y el artículo 7º dice que los actos públicos y procedimi
2014-07-02_r10_ORDINARIA.pdf,52,fixed, este proyecto señala en los artículos 1 y 3, este proyecto señala en los artículos 1º y 3
2014-07-02_r10_ORDINARIA.pdf,52,fixed, y 3. , y 3º. 
2014-07-02_r10_ORDINARIA.pdf,54,fixed,aso pretende reglamentar los artículos 2 y 3,aso pretende reglamentar los artículos 2º y 3
2014-07-02_r10_ORDINARIA.pdf,54,fixed, y 3 del Pacto Internacional de Derechos Civ, y 3º del Pacto Internacional de Derechos Civ
2014-07-02_r10_ORDINARIA.pdf,54,fixed,nteriormente. Establece en su artículo 2 la responsabilidad del Estado por su ac,nteriormente. Establece en su artículo 2º la responsabilidad del Estado por su ac
2014-07-02_r10_ORDINARIA.pdf,56,fixed,izar algunos artículos. En el artículo 1 el cuarto párrafo hace referencia a la ,izar algunos artículos. En el artículo 1º el cuarto párrafo hace referencia a la 
2014-07-02_r10_ORDINARIA.pdf,56,fixed,"digo Civil; y, segundo, en el artículo 1 del proyecto que estamos tratando, dice","digo Civil; y, segundo, en el artículo 1º del proyecto que estamos tratando, dice"
2014-07-02_r10_ORDINARIA.pdf,56,fixed,públicos. En el inciso a) del artículo 2 se exceptúan los casos fortuitos o de f,públicos. En el inciso a) del artículo 2º se exceptúan los casos fortuitos o de f
2014-07-02_r10_ORDINARIA.pdf,56,fixed,da una de las partes. En los artículos 3 y 4,da una de las partes. En los artículos 3º y 4
2014-07-02_r10_ORDINARIA.pdf,56,fixed, y 4 se establecen los requisitos de la resp, y 4º se establecen los requisitos de la resp
2014-07-02_r10_ORDINARIA.pdf,56,fixed,ncia existente en el país. El artículo 5 establece que en ningún caso existe la ,ncia existente en el país. El artículo 5º establece que en ningún caso existe la 
2014-07-02_r10_ORDINARIA.pdf,56,fixed, más graves que tenemos es el artículo 6 según el cual el Estado no solo no resp, más graves que tenemos es el artículo 6º según el cual el Estado no solo no resp
2014-07-02_r10_ORDINARIA.pdf,57,fixed," Civiles y Políticos, en cuyo artículo 2, inciso 3 "," Civiles y Políticos, en cuyo artículo 2º, inciso 3 "
2014-07-02_r10_ORDINARIA.pdf,63,fixed,"ese, señor presidente, que el artículo 6, que dice que el Estado no debe respond","ese, señor presidente, que el artículo 6º, que dice que el Estado no debe respond"
2014-07-02_r10_ORDINARIA.pdf,66,fixed,egóricamente se expresa en el artículo 6 del proyecto que el Estado no responde ,egóricamente se expresa en el artículo 6º del proyecto que el Estado no responde 
2014-07-02_r10_ORDINARIA.pdf,69,fixed,"villa, quien, con relación al artículo 6, se preguntaba qué significa la expresi","villa, quien, con relación al artículo 6º, se preguntaba qué significa la expresi"
2014-07-02_r10_ORDINARIA.pdf,76,fixed,no sé cómo pueden explicar el artículo 6. La cuestión fue perfectamente desnudad,no sé cómo pueden explicar el artículo 6º. La cuestión fue perfectamente desnudad
2014-07-02_r10_ORDINARIA.pdf,79,fixed,n derecho a indemnización. El artículo 6 dice que el Estado “no” debe responder;,n derecho a indemnización. El artículo 6º dice que el Estado “no” debe responder;
2014-07-02_r10_ORDINARIA.pdf,80,fixed,". Luego, está el análisis del artículo 6, que ya bien han hecho los senadores, e",". Luego, está el análisis del artículo 6º, que ya bien han hecho los senadores, e"
2014-07-02_r10_ORDINARIA.pdf,82,fixed, derecho común. Veamos: en su artículo 1 la ley plantea un alcance genérico de l, derecho común. Veamos: en su artículo 1º la ley plantea un alcance genérico de l
2014-07-02_r10_ORDINARIA.pdf,83,fixed,"ones, a las que se refiere el artículo 1, se prevén con carácter general en el n","ones, a las que se refiere el artículo 1º, se prevén con carácter general en el n"
2014-07-02_r10_ORDINARIA.pdf,83,fixed,umidor. El último párrafo del artículo 1 del proyecto analizado no se está refir,umidor. El último párrafo del artículo 1º del proyecto analizado no se está refir
2014-07-02_r10_ORDINARIA.pdf,83,fixed,"dad del Estado, debemos ir al artículo 2. Vamos a ir punto a punto. En realidad,","dad del Estado, debemos ir al artículo 2º. Vamos a ir punto a punto. En realidad,"
2014-07-02_r10_ORDINARIA.pdf,85,fixed, que el daño sea actual en el artículo 3 debía justificar la misma eliminación e, que el daño sea actual en el artículo 3º debía justificar la misma eliminación e
2014-07-02_r10_ORDINARIA.pdf,85,fixed," la misma eliminación en este artículo 4. En eso, yo discrepo con la solución qu"," la misma eliminación en este artículo 4º. En eso, yo discrepo con la solución qu"
2014-07-02_r10_ORDINARIA.pdf,85,fixed,va y eliminar el “actual” del artículo 3 y el “actual” del artículo 4,va y eliminar el “actual” del artículo 3º y el “actual” del artículo 4
2014-07-02_r10_ORDINARIA.pdf,85,fixed, y el “actual” del artículo 4. El artículo 5, y el “actual” del artículo 4º. El artículo 5
2014-07-02_r10_ORDINARIA.pdf,85,fixed,. El artículo 5 dispone que la responsabilidad del Esta,. El artículo 5º dispone que la responsabilidad del Esta
2014-07-02_r10_ORDINARIA.pdf,85,fixed,"e responsabilidad del Estado, artículo 6. Este artículo define una cuestión que ","e responsabilidad del Estado, artículo 6º. Este artículo define una cuestión que "
2014-07-02_r10_ORDINARIA.pdf,86,fixed,do. Plazo de prescripción. El artículo 7 establece que el plazo para demandar al,do. Plazo de prescripción. El artículo 7º establece que el plazo para demandar al
2014-07-02_r10_ORDINARIA.pdf,86,fixed,"digo Civil y Comercial. En el artículo 8, está diciendo que el interesado –y acá","digo Civil y Comercial. En el artículo 8º, está diciendo que el interesado –y acá"
2014-07-02_r10_ORDINARIA.pdf,86,fixed,los funcionarios públicos. El artículo 9 dispone que los funcionarios y agentes ,los funcionarios públicos. El artículo 9º dispone que los funcionarios y agentes 
2014-07-02_r10_ORDINARIA.pdf,95,fixed,"vinculada fundamentalmente al artículo 3. Como manifestó el senador Martínez, es","vinculada fundamentalmente al artículo 3º. Como manifestó el senador Martínez, es"
2014-07-02_r10_ORDINARIA.pdf,95,fixed,teemos nuestra disidencia. El artículo 3 dice que: “El presente régimen está dir,teemos nuestra disidencia. El artículo 3º dice que: “El presente régimen está dir
2014-07-02_r10_ORDINARIA.pdf,95,fixed,"rabajadores mencionados en el artículo 1 que, por su situación patrimonial o soc","rabajadores mencionados en el artículo 1º que, por su situación patrimonial o soc"
2014-07-02_r10_ORDINARIA.pdf,96,fixed,"amente en general y, salvo el artículo 3, en donde tenemos una disidencia parcia","amente en general y, salvo el artículo 3º, en donde tenemos una disidencia parcia"
2017-08-23_r10_ORDINARIA.pdf,51,fixed,royecto que figura en el Orden del Día N 415/17. ,royecto que figura en el Orden del Día Nº 415/17. 
2017-11-29_r18_ORDINARIA.pdf,186,fixed,"a Provincial de Enseñanza Técnica EPET N21 y del CPEM Nº 57, de la provincia del","a Provincial de Enseñanza Técnica EPET Nº21 y del CPEM Nº 57, de la provincia del"
2017-11-29_r18_ORDINARIA.pdf,30,fixed,"a Provincial de Enseñanza Técnica EPET N21 y del CPEM Nº 57, de la provincia del","a Provincial de Enseñanza Técnica EPET Nº21 y del CPEM Nº 57, de la provincia del"
2018-11-14_r17_ESPECIAL.pdf,54,open (size differs),"a Presidencia la señora vicepresidenta 2 del Honorable Senado, senadora María In","a Presidencia la señora vicepresidenta 2ª del Honorable Senado, senadora María In"
28-09-2023_ESPECIAL.pdf,211,fixed,ivil y Comercial de la Nación Artículo 1-Sustitúyase el artículo 1198 del Código,ivil y Comercial de la Nación Artículo 1º.-Sustitúyase el artículo 1198 del Código
28-09-2023_ESPECIAL.pdf,211,open (size differs),2 . ,2 º. 
