pdf,section_number,status,before,after
2001-11-28_r73_ORDINARIA.pdf,67,recovered,,67 Limitación de afectaciones sobre recursos tributarios coparticipables (continuación)
2001-11-28_r73_ORDINARIA.pdf,68,recovered,,68 Creación de Asociación de Entes Reguladores Eléctricos de la República Argentina
2001-11-28_r73_ORDINARIA.pdf,69,recovered,,69 Modificación de ley 23.452. Monumento al General Perón en la Ciudad de Buenos Aires
2001-11-28_r73_ORDINARIA.pdf,70,recovered,,70 Modificación de límites del parque Nahuel Huapi
2001-11-28_r73_ORDINARIA.pdf,71,recovered,,"71 Declaración de interés nacional de la explotación del yacimiento de Río Turbio, Santa Cruz"
2001-11-28_r73_ORDINARIA.pdf,72,recovered,,72 Fomento del libro y la lectura
2001-11-28_r73_ORDINARIA.pdf,73,recovered,,73 Patrimonio Cultural
2001-11-28_r73_ORDINARIA.pdf,74,recovered,,74 Instalación de la primera fábrica de cigarrillos de origen nacional
2001-11-28_r73_ORDINARIA.pdf,75,recovered,,75 Primer premio en la 10th. Mens World Cup Qualifier
2001-11-28_r73_ORDINARIA.pdf,76,recovered,,"76 Mesa redonda ""Diversidad cultural y escuela"""
2001-11-28_r73_ORDINARIA.pdf,77,recovered,,77 VII Seminario sobre patrimonio paisajista
2001-11-28_r73_ORDINARIA.pdf,78,recovered,,78 Capital nacional del pesebre
2001-11-28_r73_ORDINARIA.pdf,79,recovered,,"79 Plan Nacional de Fomento, Promoción y Desarrollo de Cultivos Andinos Subexplotados de Valor Nutricional"
2001-11-28_r73_ORDINARIA.pdf,80,recovered,,80 Derogación del decreto 1.306/00
2001-11-28_r73_ORDINARIA.pdf,81,recovered,,81 Medios materiales para la defensa nacional
2001-11-28_r73_ORDINARIA.pdf,82,recovered,,82 Repavimentación del corredor vial 18
2001-11-28_r73_ORDINARIA.pdf,83,recovered,,83 Prestaciones del PAMI en Jujuy
2001-11-28_r73_ORDINARIA.pdf,84,recovered,,84 Décimo Sexta “Fiesta de la Calle Angosta”
2001-11-28_r73_ORDINARIA.pdf,85,recovered,,85 Creación de dos fiscalías en la provincia de Buenos Aires
2001-11-28_r73_ORDINARIA.pdf,86,recovered,,86 Día de la Fuerza Argentina de Submarinos
2001-11-28_r73_ORDINARIA.pdf,88,recovered,,88 Reducción de haberes del personal del Congreso
2001-11-28_r73_ORDINARIA.pdf,89,recovered,,"89 Declaración como lugar histórico nacional a Puerto Tirol, Chaco"
2001-11-28_r73_ORDINARIA.pdf,90,recovered,,90 Reorganización del Instituto Federal de Estudios Parlamentarios
2001-11-29_r74_PREPARATORIA.pdf,5,recovered,,5 JURAMENTO E INCORPORACION DE SEÑORES SENADORES NACIONALES ELECTOS
2002-04-11_r05_ESPECIAL.pdf,1,completed,1,1 Izamiento de la bandera nacional
2002-04-11_r05_ESPECIAL.pdf,2,completed,2,2 Informe del señor jefe de Gabinete de Ministros
2002-05-28_r12_EN_MINORIA.pdf,1,recovered,,1 Manifestaciones en minoría
2002-08-22_r20_EN_MINORIA.pdf,1,recovered,,1 Manifestaciones en minoría
2003-03-12_r03_ORDINARIA.pdf,1,recovered,,1 Corte de energía eléctrica en el Senado de la Nación
2003-03-12_r03_ORDINARIA.pdf,2,completed,2,2 Protección arancelaria del azúcar - Comunicación a la H. Cámara de Diputados
2003-03-12_r03_ORDINARIA.pdf,3,completed,3,3 Corte de energía eléctrica en el Senado de la Nación (continuación)
2003-03-12_r03_ORDINARIA.pdf,4,recovered,,4 Modificación a la ley de impuestos sobre los combustibles líquidos y el gas natural
2003-03-12_r03_ORDINARIA.pdf,5,recovered,,5 Confirmación del artículo 68 de la ley de presupuesto N° 25.725
2003-03-12_r03_ORDINARIA.pdf,6,recovered,,6 Manifestaciones
2003-03-12_r03_ORDINARIA.pdf,7,recovered,,7 Retiro de un proyecto
2003-03-12_r03_ORDINARIA.pdf,9,recovered,,9 Cuarto intermedio
2003-03-26_r05_ORDINARIA.pdf,1,completed,1,1 Izamiento de la bandera nacional
2003-03-26_r05_ORDINARIA.pdf,2,completed,2,2 Mensajes solicitando acuerdos
2003-03-26_r05_ORDINARIA.pdf,3,completed,3,3 Plan de labor
2003-03-26_r05_ORDINARIA.pdf,4,recovered,,4 Artículo 66 de la Constitución Nacional
2003-03-26_r05_ORDINARIA.pdf,5,recovered,,5 Plan de labor (continuación)
2003-03-26_r05_ORDINARIA.pdf,6,recovered,,6 Izamiento de bandera a media asta
2003-03-26_r05_ORDINARIA.pdf,7,recovered,,7 Aplicación del artículo 66 de la Constitución Nacional
2003-03-26_r05_ORDINARIA.pdf,8,recovered,,8 Repudio de la invasión de Estados Unidos de América a Irak
2003-03-26_r05_ORDINARIA.pdf,9,recovered,,9 Artículo 66 de la Constitución Nacional
2003-03-26_r05_ORDINARIA.pdf,10,recovered,,10 Repudio de la invasión de Estados Unidos de América a Irak
2003-03-26_r05_ORDINARIA.pdf,11,recovered,,11 Manifestaciones
2003-05-28_r09_ORDINARIA.pdf,54,recovered,,54 Mensajes del Poder Ejecutivo solicitando acuerdos (continuación)
2003-06-18_r12_ORDINARIA.pdf,5,completed,5 PE 177/03 Modificación de la ley de creación del Instituto Nacional,5 PE 177/03 Modificación de la ley de creación del Instituto Nacional de Servicios Sociales para Jubilados y Pensiones
2003-08-20_r17_ORDINARIA.pdf,43,completed,43 Orden del Día N° 505 Fortín histórico Huitrú,"43 Orden del Día N° 505 Fortín histórico Huitrú y Estancia Villaverde , La Pampa"
2003-08-20_r17_ORDINARIA.pdf,65,completed,65 Expte Nro.,65 Expte Nro. P.E. -207/03 Renegociación de contratos de obras y servicios públicos
2003-09-17_r22_ORDINARIA.pdf,6,recovered,,6 Orden del Día N° 1020 Promoción al grado inmediato superior
2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,7,recovered,,7 Interrogatorio al testigo Guillermo Eduardo Fanelli Evans
2004-02-24_r43_EXTRAORDINARIA.pdf,1,recovered,,1 Convocatoria a sesiones extraordinarias
2004-04-21_r07_ORDINARIA.pdf,19,recovered,,19 Informe sobre reunión del Parlamento Latinoamericano
2004-04-28_r08_ORDINARIA.pdf,28,recovered,,28 Ordenes del Día N° 89 y 90 Comisión Nacional de regreso a su tierra de Facundo Quiroga y traslado de sus restos
2004-05-05_r09_ORDINARIA.pdf,69,completed,69 Expte. S. 209/04 Modificación de la ley 11.683,69 Expte. S. 209/04 Modificación de la ley 11.683 de procedimientos tributarios Moción de preferencia
2004-05-05_r09_ORDINARIA.pdf,70,recovered,,70 Expte. S 220/04 Parto humanizado - Moción de preferencia
2004-05-05_r09_ORDINARIA.pdf,73,recovered,,73 S-997/04 Día de la Gendarmería Infantil
2004-08-11_r18_ORDINARIA.pdf,1,completed,1,1 Izamiento de la bandera nacional
2004-08-11_r18_ORDINARIA.pdf,2,recovered,,2 Asuntos entrados - Mensaje solicitando acuerdo
2004-08-11_r18_ORDINARIA.pdf,3,recovered,,3 Plan de labor
2004-08-11_r18_ORDINARIA.pdf,4,recovered,,4 Cuestión de privilegio
2004-08-11_r18_ORDINARIA.pdf,5,recovered,,5 Ratificación de acta acuerdo con Aguas Argentinas
2004-08-11_r18_ORDINARIA.pdf,6,recovered,,6 Prórroga de la delegación legislativa
2004-08-11_r18_ORDINARIA.pdf,7,recovered,,7 Cuestión de privilegio
2004-08-11_r18_ORDINARIA.pdf,8,recovered,,8 Modificación del Plan de Labor - Designación de representante ante el Jury del Ministerio Público
2004-09-01_r22_TRIBUNAL_DE_JUICIO_POLITICO.pdf,5,completed,5,5 Aceptación de renuncia - Clausura de juicio político (continuación)
2004-09-01_r23_ORDINARIA.pdf,41,completed,41 Orden del Día N° 869 Repudio a desmanes,41 Orden del Día N° 869 Repudio a desmanes en el edificio Libertador
2004-10-13_r29_ESPECIAL.pdf,1,recovered,,1 Convocatoria a sesión especial
2004-10-13_r29_ESPECIAL.pdf,2,recovered,,2 Informe del señor jefe de Gabinete de Ministros
2004-10-20_r30_ORDINARIA.pdf,3,recovered,,3 Homenaje en el aniversario de la creación de la Base Vicecomodoro Marambio
2004-10-20_r30_ORDINARIA.pdf,4,recovered,,4 Homenaje al fallo sobre Laguna del Desierto
2004-10-20_r30_ORDINARIA.pdf,5,recovered,,5 Plan de labor
2004-10-20_r30_ORDINARIA.pdf,6,recovered,,"6 Juez de la Cámara Federal de Apelaciones de Comodoro Rivadavia, provincia del Chubut"
2004-10-20_r30_ORDINARIA.pdf,7,recovered,,7 Designación de director del Banco Central de la República Argentina
2004-10-20_r30_ORDINARIA.pdf,8,recovered,,8 Manifestaciones
2004-10-20_r30_ORDINARIA.pdf,9,recovered,,9 Asuntos Entrados
2004-10-20_r30_ORDINARIA.pdf,10,recovered,,10 Sistema de Protección Integral de los Discapacitados en el Transporte Público
2004-10-20_r30_ORDINARIA.pdf,11,recovered,,11 Proyecto de Reforma del Sistema de Seguro de Salud II
2004-10-20_r30_ORDINARIA.pdf,12,recovered,,12 Proyecto de Gestión de la Contaminación
2004-10-20_r30_ORDINARIA.pdf,13,recovered,,13 Servicio jurídico del ex Ministerio de Economía y Obras y Servicios Públicos
2004-10-20_r30_ORDINARIA.pdf,14,recovered,,14 Sistema de abastecimiento de gas natural
2004-10-20_r30_ORDINARIA.pdf,15,recovered,,15 Entrega del doctorado honoris causa a monseñor Estanislao Karlic
2004-10-20_r30_ORDINARIA.pdf,16,recovered,,16 Homenaje a Atahualpa Yupanqui
2004-10-20_r30_ORDINARIA.pdf,17,recovered,,"17 Grupo Literario Encuentro, de Trelew, Chubut"
2004-10-20_r30_ORDINARIA.pdf,18,recovered,,"18 Limpieza de las banquinas de la 157, Catamarca"
2004-10-20_r30_ORDINARIA.pdf,19,recovered,,"19 Pavimentación de un tramo de la ruta 150, San Juan"
2004-10-20_r30_ORDINARIA.pdf,20,recovered,,"20 Realización de obras en la ruta 34, Salta"
2004-10-20_r30_ORDINARIA.pdf,21,recovered,,21 Charteo de buques
2004-10-20_r30_ORDINARIA.pdf,22,recovered,,22 Día Internacional de la Paz
2004-10-20_r30_ORDINARIA.pdf,23,recovered,,23 Aeroclubes registrados en la región patagónica
2004-10-20_r30_ORDINARIA.pdf,24,recovered,,24 Grupo vocal ““Las Voces Blancas””
2004-10-20_r30_ORDINARIA.pdf,25,recovered,,25 Día Internacional de la Alfabetización
2004-10-20_r30_ORDINARIA.pdf,26,recovered,,26 Realización de obras en Catamarca
2004-10-20_r30_ORDINARIA.pdf,27,recovered,,27 Realización de obras viales en Santiago del Estero
2004-10-20_r30_ORDINARIA.pdf,28,recovered,,"28 Construcción del Centro Vacacional, Deportivo y Cívico de Colonia Juliá y Echarren"
2004-10-20_r30_ORDINARIA.pdf,29,recovered,,"29 Recuperación del pueblo Faustino Parera, Entre Ríos"
2004-10-20_r30_ORDINARIA.pdf,30,recovered,,30 Recuperación de poblados en vías de desaparición
2004-10-20_r30_ORDINARIA.pdf,31,recovered,,31 Institutos de detención de menores
2004-10-20_r30_ORDINARIA.pdf,32,recovered,,32 Erradicación del trabajo infantil
2004-10-20_r30_ORDINARIA.pdf,33,recovered,,33 Datos para la aplicación de la Convención sobre los Derechos del Niño
2004-10-20_r30_ORDINARIA.pdf,34,recovered,,34 Proyecto ““De la basura a la dignidad””
2004-10-20_r30_ORDINARIA.pdf,35,recovered,,35 Administración Nacional de Puertos
2004-10-20_r30_ORDINARIA.pdf,36,recovered,,36 Lapidaciones en Nigeria
2004-10-20_r30_ORDINARIA.pdf,37,recovered,,37 III Congreso Mundial de Quechua Niños de Llullayllaco
2004-10-20_r30_ORDINARIA.pdf,38,recovered,,"38 Crisis humanitaria en Darfur, Sudán"
2004-10-20_r30_ORDINARIA.pdf,39,recovered,,39 Ayuda humanitaria a Haití
2004-10-20_r30_ORDINARIA.pdf,40,recovered,,40 Convenio de Cooperación Educativa con Cuba
2004-10-20_r30_ORDINARIA.pdf,41,recovered,,41 Pesar por el fallecimiento de Ubaldo Calabresi
2004-10-20_r30_ORDINARIA.pdf,42,recovered,,42 Misión de la Argentina en Haití
2004-10-20_r30_ORDINARIA.pdf,43,recovered,,"43 Asesinato del alcalde de Ayo Ayo, Bolivia"
2004-10-20_r30_ORDINARIA.pdf,44,recovered,,44 Declaración de Quito sobre Desarrollo Social y Democracia frente a la Incidencia de la Corrupción
2004-10-20_r30_ORDINARIA.pdf,45,recovered,,45 Soberanía en las islas Malvinas
2004-10-20_r30_ORDINARIA.pdf,46,recovered,,46 Fallecimiento del presidente de Austria
2004-10-20_r30_ORDINARIA.pdf,47,recovered,,47 Convenio entre el gobierno de Salta y propietarios de la finca Luracatao
2004-10-20_r30_ORDINARIA.pdf,48,recovered,,48 Agilización de la entrega de los DNI gestionados en Jujuy
2004-10-20_r30_ORDINARIA.pdf,49,recovered,,49 Nuevo convenio sobre distribución de tasas en la provincia de Entre Ríos
2004-10-20_r30_ORDINARIA.pdf,50,recovered,,50 Entrega de DNI en la provincia de Entre Ríos
2004-10-20_r30_ORDINARIA.pdf,51,recovered,,51 Ley de tarjetas de crédito
2004-10-20_r30_ORDINARIA.pdf,52,recovered,,52 Jornada ““El catastro: base del desarrollo económico y uso del suelo””
2004-10-20_r30_ORDINARIA.pdf,53,recovered,,53 Control y protección del algarrobo
2004-10-20_r30_ORDINARIA.pdf,54,recovered,,"54 Planta de procesamiento de uranio, Córdoba"
2004-10-20_r30_ORDINARIA.pdf,55,recovered,,55 Premio Senado de la Nación en la fiesta del Eisteddfod del Chubut 2004
2004-10-20_r30_ORDINARIA.pdf,56,recovered,,56 Remisión a Catamarca de fondos para emergencia agropecuaria
2004-10-20_r30_ORDINARIA.pdf,57,recovered,,57 Partida presupuestaria para reformas en el Hospital “Saporiti” de Mendoza
2004-10-20_r30_ORDINARIA.pdf,58,recovered,,"58 Partida presupuestaria para la conclusión del entubamiento de los desagües del municipio de Vista Alegre, Neuquén"
2004-10-20_r30_ORDINARIA.pdf,59,recovered,,59 Partida presupuestaria para la realización de obras de infraestructura sanitaria en el Chaco
2004-10-20_r30_ORDINARIA.pdf,60,recovered,,60 Partida presupuestaria para atender la salud pública en el Chaco
2004-10-20_r30_ORDINARIA.pdf,61,recovered,,61 Subsidio para la firma Servicios Ferroviarios del Chaco S.A.
2004-10-20_r30_ORDINARIA.pdf,62,recovered,,62 Servicios Ferroviarios del Chaco S.A.
2004-10-20_r30_ORDINARIA.pdf,63,recovered,,63 Partida presupuestaria para la ejecución de obras de infraestructura en el Chaco
2004-10-20_r30_ORDINARIA.pdf,64,recovered,,64 Gratuidad de las fotografías para el DNI
2004-10-20_r30_ORDINARIA.pdf,65,recovered,,65 Premio ““Periodistas por un día””
2004-10-20_r30_ORDINARIA.pdf,66,recovered,,"66 Programa MESE, de la Escuela Superior de Comercio ““Domingo Guzmán Silva””, Rosario"
2004-10-20_r30_ORDINARIA.pdf,67,recovered,,67 Designación de Mary Ann Glendon para presidir la Pontificia Academia de Ciencias Sociales
2004-10-20_r30_ORDINARIA.pdf,68,recovered,,"68 Edificio de la ex Oficina de Radiotelégrafo de Presidencia Roque Sáenz Peña, Chaco"
2004-10-20_r30_ORDINARIA.pdf,69,recovered,,69 Prototipo para personas que se encuentren inmovilizadas
2004-10-20_r30_ORDINARIA.pdf,70,recovered,,70 Mención de honor otorgada a la escritora Estrella Boggia
2004-10-20_r30_ORDINARIA.pdf,71,recovered,,"71 Museo Histórico del Convento San Carlos, San Lorenzo, Santa Fe"
2004-10-20_r30_ORDINARIA.pdf,72,recovered,,72 Distinción otorgada al investigador Héctor N. Torres
2004-10-20_r30_ORDINARIA.pdf,73,recovered,,73 Sistema educativo y cultural “Conexión educativa”
2004-10-20_r30_ORDINARIA.pdf,74,recovered,,74 Informe sobre Ley Federal de Educación
2004-10-20_r30_ORDINARIA.pdf,75,recovered,,"75 Obtención de premios en la Feria Internacional de Ciencias e Ingeniería, Portland, Estados Unidos"
2004-10-20_r30_ORDINARIA.pdf,76,recovered,,76 Aniversario de la fundación de la provincia de San Juan
2004-10-20_r30_ORDINARIA.pdf,77,recovered,,77 Homenaje a la memoria de Felipe Varela
2004-10-20_r30_ORDINARIA.pdf,78,recovered,,78 Becas otorgadas a científicos argentinos
2004-10-20_r30_ORDINARIA.pdf,79,recovered,,79 Plan Nacional de Lectura
2004-10-20_r30_ORDINARIA.pdf,81,recovered,,81 Capacitación en Lectoescritura para Docentes Rurales
2004-10-20_r30_ORDINARIA.pdf,82,recovered,,"82 Reconocimiento a alumnos de la Escuela 404, “Lisandro de la Torre”, de Rosario"
2004-10-20_r30_ORDINARIA.pdf,83,recovered,,83 Homenaje a la Reforma Universitaria
2004-10-20_r30_ORDINARIA.pdf,84,recovered,,84 Labor de la científica Laura Borodinsky
2004-10-20_r30_ORDINARIA.pdf,85,recovered,,85 Realización de un relevamiento de la situación de la educación especial
2004-10-20_r30_ORDINARIA.pdf,86,recovered,,86 Deterioro del Archivo General de la Nación
2004-10-20_r30_ORDINARIA.pdf,87,recovered,,87 Expo Concordia 2004
2004-10-20_r30_ORDINARIA.pdf,88,recovered,,88 Aniversario de la fundación de San Luis
2004-10-20_r30_ORDINARIA.pdf,89,recovered,,89 Destrucción y abandono de la Casa del Puente
2004-10-20_r30_ORDINARIA.pdf,90,recovered,,90 Premio obtenido por investigadores de la Universidad Nacional de Tucumán
2004-10-20_r30_ORDINARIA.pdf,91,recovered,,91 Premios Konex 2004 para escritores argentinos
2004-10-20_r30_ORDINARIA.pdf,92,recovered,,92 Premio otorgado a la científica argentina Silvia Braslavsky
2004-10-20_r30_ORDINARIA.pdf,93,recovered,,"93 Mención “Maestra Ilustre 2004"""
2004-10-20_r30_ORDINARIA.pdf,94,recovered,,94 Administración del Fondo de Fomento Cinematográfico
2004-10-20_r30_ORDINARIA.pdf,95,recovered,,"95 Aplicación de la ley 25.080, de inversiones para bosques cultivados"
2004-10-20_r30_ORDINARIA.pdf,96,recovered,,96 Planta procesadora de productos hortícolas en Salto Grande
2004-10-20_r30_ORDINARIA.pdf,97,recovered,,97 Extracción de recursos pesqueros
2004-10-20_r30_ORDINARIA.pdf,98,recovered,,98 Premio recibido por la empresa INVAP S.E.
2004-10-20_r30_ORDINARIA.pdf,99,recovered,,99 Programa de Reconversión del Área Tabacalera
2004-10-20_r30_ORDINARIA.pdf,101,recovered,,101 Programa Incan Trehua
2004-10-20_r30_ORDINARIA.pdf,103,recovered,,103 Programas regionales de lucha contra la fiebre aftosa
2004-10-20_r30_ORDINARIA.pdf,104,recovered,,104 Planta para la producción y comercialización de arándanos en Concordia
2004-10-20_r30_ORDINARIA.pdf,105,recovered,,105 V Fiesta Nacional del Oro Dulce y XXVIII Fiesta Provincial de la Miel
2004-10-20_r30_ORDINARIA.pdf,107,recovered,,"107 Incentivo docente a quienes trabajan en el Consejo Nacional de Niñez, Adolescencia y Familia"
2004-10-20_r30_ORDINARIA.pdf,108,recovered,,108 Ampliación del plazo de una resolución de la AFIP
2004-10-20_r30_ORDINARIA.pdf,109,recovered,,109 Trabajos bibliográficos del doctor Dalmacio Vélez Sarsfield
2004-10-20_r30_ORDINARIA.pdf,110,recovered,,110 Moción de vuelta a comisión
2004-10-20_r30_ORDINARIA.pdf,111,recovered,,111 Empresa Energía Argentina Sociedad Anónima
2004-10-20_r30_ORDINARIA.pdf,112,recovered,,112 Prohibición de venta de cigarrillos a menores de 18 años
2004-10-20_r30_ORDINARIA.pdf,113,recovered,,113 Orden del Día N° 467 Impresión de billete con imagen de Juan Facundo Quiroga
2004-10-20_r30_ORDINARIA.pdf,114,recovered,,114 Modificación de la ley 25.877 - Vuelta a comisión
2004-10-20_r30_ORDINARIA.pdf,115,recovered,,115 Modificación del régimen de pasantías
2004-10-20_r30_ORDINARIA.pdf,116,recovered,,116 Programa Federal de Bibliotecas Itinerantes de Préstamo
2004-10-20_r30_ORDINARIA.pdf,117,recovered,,117 Derechos de los usuarios morosos
2004-10-20_r30_ORDINARIA.pdf,118,recovered,,118 Promoción del Turismo Nacional
2004-10-20_r30_ORDINARIA.pdf,119,recovered,,119 Modificación de la ley de tarjetas de crédito
2004-10-20_r30_ORDINARIA.pdf,120,recovered,,120 Convenio con el Reino de los Países Bajos sobre la Exportación Recíproca de Prestaciones de la Seguridad Social
2004-10-20_r30_ORDINARIA.pdf,121,recovered,,121 Convenio de Estocolmo
2004-10-20_r30_ORDINARIA.pdf,122,recovered,,122 Acuerdo Complementario al Protocolo de Asistencia Jurídica Mutua en Asuntos Penales entre los Estados Partes del Mercosur
2004-10-20_r30_ORDINARIA.pdf,123,recovered,,123 Orden del Día N° 1090 Creación del Parque y Reserva Nacional Monte León
2004-10-20_r30_ORDINARIA.pdf,124,recovered,,124 Declaración como Capital Nacional del Tango a la Ciudad Autónoma de Buenos Aires
2004-10-20_r30_ORDINARIA.pdf,125,recovered,,125 Día de las Naciones Unidas
2004-10-20_r30_ORDINARIA.pdf,126,recovered,,"126 Denominación como “señor Rodolfo Aniceto Fernández” a un tramo de ruta 34, en la provincia de Salta"
2004-10-20_r30_ORDINARIA.pdf,127,recovered,,"127 Declaración como monumento histórico nacional de la iglesia San Francisco, San Salvador de Jujuy"
2004-10-20_r30_ORDINARIA.pdf,128,recovered,,128 Declaración como monumentos naturales a las especies vivas del aguará guazú
2004-10-20_r30_ORDINARIA.pdf,129,recovered,,129 Moneda con imagen de Arturo Humberto Illia
2004-10-20_r30_ORDINARIA.pdf,130,recovered,,130 Asuntos sobre tablas a solicitar
2004-10-27_r31_ORDINARIA.pdf,32,completed,32 Tratamiento del IVA en locaciones de obra Disminución de la alícuota del IVA para el ganado Eximición del impuesto a la ganancia mínima presunta a entes y organismos,"32 Tratamiento del IVA en locaciones de obra Disminución de la alícuota del IVA para el ganado Eximición del impuesto a la ganancia mínima presunta a entes y organismos de estados provinciales, municipios y Ciudad Autónoma de Buenos Aires"
2004-12-01_r35_ORDINARIA.pdf,2,recovered,,2 Entrega de diploma al ingeniero agrónomo Romeo E. Cafferata
2004-12-01_r35_ORDINARIA.pdf,3,recovered,,3 Plan de labor
2004-12-01_r35_ORDINARIA.pdf,5,recovered,,5 Exp. N° 1938/04 Discriminación de la mujer. Moción de preferencia
2004-12-01_r35_ORDINARIA.pdf,6,recovered,,6 Plan de labor (continuación)
2004-12-01_r35_ORDINARIA.pdf,7,recovered,,7 Asuntos entrados
2004-12-01_r35_ORDINARIA.pdf,8,recovered,,8 Designación del Defensor del Pueblo de la Nación
2004-12-01_r35_ORDINARIA.pdf,9,recovered,,"9 Subsidio para el municipio de Choele Choel, Río Negro"
2004-12-01_r35_ORDINARIA.pdf,10,recovered,,10 Homenaje al doctor Enrique de Gandía
2004-12-01_r35_ORDINARIA.pdf,11,recovered,,"11 Control de las importaciones, exportaciones y tránsito de cargas de alimentos por transporte terrestre"
2004-12-01_r35_ORDINARIA.pdf,12,recovered,,12 Proyecto “Apoyo en la Ejecución del Plan Piloto para la Implementación del Proyecto de Reforma del Sector Salud en la Ciudad de Buenos Aires”
2004-12-01_r35_ORDINARIA.pdf,13,recovered,,13 Programa Federal de la Mujer
2004-12-01_r35_ORDINARIA.pdf,14,recovered,,14 Comité Federal de Radiodifusión y Comisión Nacional de Comunicaciones. Pedido de informes
2004-12-01_r35_ORDINARIA.pdf,15,recovered,,15 Proyecto “Asistencia Técnica en Teledetección y Sistemas de Información Georreferenciados”
2004-12-01_r35_ORDINARIA.pdf,16,recovered,,16 Proyecto de Saneamiento Ambiental y Control de las Inundaciones en la Cuenca Río Reconquista
2004-12-01_r35_ORDINARIA.pdf,17,recovered,,"17 Gas Licuado, Regulación y Controles"
2004-12-01_r35_ORDINARIA.pdf,18,recovered,,18 Programa de Reforma de la Educación Superior Técnica no Universitaria
2004-12-01_r35_ORDINARIA.pdf,19,recovered,,"19 Proyecto Apoyo al Diseño y Formulación del Sistema de Vigilancia, Prevención y Control de Enfermedades Emergentes y Endémicas en la República Argentina"
2004-12-01_r35_ORDINARIA.pdf,20,recovered,,20 Programa Multisectorial de Preinversión
2004-12-01_r35_ORDINARIA.pdf,21,recovered,,21 Instituto Nacional de Cine y Artes Audiovisuales
2004-12-01_r35_ORDINARIA.pdf,22,recovered,,22 Museo de la Deuda Externa
2004-12-01_r35_ORDINARIA.pdf,23,recovered,,23 Bosques Nativos y Áreas Protegidas
2004-12-01_r35_ORDINARIA.pdf,24,recovered,,24 Medidas de emergencia para resolver la situación de la ganadería chaqueña
2004-12-01_r35_ORDINARIA.pdf,25,recovered,,25 Instituto de Promoción de la Carne Vacuna y otras empresas en la feria alimentaria World Food Moscú 2004
2004-12-01_r35_ORDINARIA.pdf,26,recovered,,26 Girasol transgénico resistente a las sequías
2004-12-01_r35_ORDINARIA.pdf,27,recovered,,27 Cumplimiento con los beneficios fiscales establecidos por la ley de inversiones en bosques cultivados
2004-12-01_r35_ORDINARIA.pdf,28,recovered,,28 Ramal ferroviario La Trochita
2004-12-01_r35_ORDINARIA.pdf,29,recovered,,"29 Castillo San Carlos, de Concordia"
2004-12-01_r35_ORDINARIA.pdf,30,recovered,,30 Situación del buque portacontenedores “Neptunia Mediterránea” en el puerto de Ushuaia
2004-12-01_r35_ORDINARIA.pdf,31,recovered,,31 Reconocimiento al doctor Víctor Trucco
2004-12-01_r35_ORDINARIA.pdf,32,recovered,,32 Reserva y siembra de semillas de productores agropecuarios para su propio uso
2004-12-01_r35_ORDINARIA.pdf,33,recovered,,33 Proyecto “Cascos Blancos en el Mercosur - Apoyo a la lucha contra la fiebre aftosa en la frontera Argentina - Paraguay”
2004-12-01_r35_ORDINARIA.pdf,34,recovered,,34 Homologación de la emergencia agropecuaria del Chaco
2004-12-01_r35_ORDINARIA.pdf,35,recovered,,35 Concurso Alas para el Medio Ambiente
2004-12-01_r35_ORDINARIA.pdf,36,recovered,,"36 Comisión de Turismo del Honorable Senado en Malargüe, Mendoza"
2004-12-01_r35_ORDINARIA.pdf,37,recovered,,"37 Programa de adiestramiento de perros detectores de materia orgánica, en San Juan"
2004-12-01_r35_ORDINARIA.pdf,38,recovered,,38 Reparación de la Casa de la Provincia de San Juan
2004-12-01_r35_ORDINARIA.pdf,39,recovered,,39 Devolución del impuesto al valor agregado
2004-12-01_r35_ORDINARIA.pdf,40,recovered,,40 Modificación del sistema de admisión temporaria para granos oleaginosos
2004-12-01_r35_ORDINARIA.pdf,41,recovered,,41 Subsidio para la Universidad Popular de Resistencia
2004-12-01_r35_ORDINARIA.pdf,42,recovered,,"42 Rotary Club de General Roca, Río Negro"
2004-12-01_r35_ORDINARIA.pdf,43,recovered,,"43 Restauración de la parroquia San Ignacio de Loyola, Buenos Aires"
2004-12-01_r35_ORDINARIA.pdf,44,recovered,,44 Anulación de resolución de la AFIP
2004-12-01_r35_ORDINARIA.pdf,45,recovered,,45 Condonación de la deuda de la Asociación Deportiva y Cultural Lacar
2004-12-01_r35_ORDINARIA.pdf,46,recovered,,46 Comisión Regional del Río Bermejo
2004-12-01_r35_ORDINARIA.pdf,47,recovered,,47 Envío de fondos a Catamarca
2004-12-01_r35_ORDINARIA.pdf,48,recovered,,48 Ley sobre protección de datos personales
2004-12-01_r35_ORDINARIA.pdf,49,recovered,,"49 Línea telefónica en el monumento natural Laguna de Pozuelos, Jujuy"
2004-12-01_r35_ORDINARIA.pdf,50,recovered,,50 Cumplimiento de la Ley de Radiodifusión
2004-12-01_r35_ORDINARIA.pdf,51,recovered,,"51 Número telefónico para localidades de la quebrada de Humahuaca, Jujuy"
2004-12-01_r35_ORDINARIA.pdf,52,recovered,,52 Adhesión a la posición del Parlatino acerca de Haití
2004-12-01_r35_ORDINARIA.pdf,53,recovered,,53 Redacción de textos escolares de historia en el ámbito del Mercosur
2004-12-01_r35_ORDINARIA.pdf,54,recovered,,54 Tragedia aérea en la Federación Rusa
